N,Model,MSE,x1_mean,x1_std,x2_mean,x2_std
20,LinearRegression,37.8317641673124,1.409708850625369,1.1955250088431764,1.6038159906938394,1.613753503434233
20,Lasso,43.12869784248537,0.0,0.0,0.0,0.0
20,DecisionTree,30.590031331469632,10.140981466837443,8.3537141637825,-0.003857653120720169,0.01860774013897648
20,RandomForest,32.831411411729405,5.887428386880621,5.150076203664609,2.833074471322131,2.91825213043183
20,ExtraTrees,30.7882496709476,7.705969201729503,6.7167746527281205,1.9848480546318639,1.9528592666062623
20,GradientBoosting,30.642352277691753,9.611518028028335,8.13170176592226,2.0486542338834415,1.8684349974828944
20,HistGradientBoosting,43.12869784248537,0.0,0.0,0.0,0.0
20,AdaBoost,30.62945395172999,9.375881095137998,8.169873182695186,3.483230831815885,3.0263326755806195
20,Bagging,33.37247363300272,5.141832285855668,4.661318634087822,3.4109048896322784,3.383684907471159
20,MLPRegressor,16.500807142595463,19.48939768201364,16.33151675939802,1.2573252180912278,1.1641628275026907
20,SVR,38.51245948982311,1.0923631749823677,1.7931303201235325,0.4164872004509084,0.5856080748411173
20,KNN,35.339430795981976,3.457100292971063,3.4021934264584908,0.7276612113045844,1.0232273154503642
50,LinearRegression,1.4902619435250073,-0.2344073588714483,0.49350616124528646,0.2540594610650029,0.4123536772017069
50,Lasso,1.0997894018087346,0.0,0.0,0.0,0.0
50,DecisionTree,0.8412170258941434,1.3915716772915498,1.4518882136918074,-0.20381806767703675,0.5118511718358504
50,RandomForest,0.06501909643491517,1.1027745586769617,0.8516302108828628,-0.0009449782558926091,0.02443824622959375
50,ExtraTrees,0.05414598736634587,0.9805420218477288,0.8938253165481301,0.00373832560028828,0.02355121334238519
50,GradientBoosting,0.24914367915188187,1.2181247047079613,1.1088607491783395,-0.058712499849799836,0.1339285749960956
50,HistGradientBoosting,1.0629487109838587,0.03246122589172651,0.033319904968621986,-0.08327632458002991,0.23610558042628035
50,AdaBoost,0.16927751583006614,0.9628492541927499,0.890693955269487,-0.010515454592651316,0.018583103419663835
50,Bagging,0.12168009260463981,1.0477950374631937,0.9749307661765922,-0.022953397940859457,0.05406320382604888
50,MLPRegressor,0.07770285660808877,1.03261050217549,0.9205220100145212,0.025472769347633015,0.056961501969840254
50,SVR,0.031541486404432724,0.7879825331066879,0.6998513793450127,0.05543307536809293,0.06419352817322642
50,KNN,0.04901136556836168,0.7505898658969565,0.6644959258752603,0.10895739832083313,0.11290876478165408
100,LinearRegression,1.164891245224224,0.8652133434821143,0.7140681315508076,0.00522098373616652,0.01024260537362476
100,Lasso,1.6269276325365745,0.0,0.0,0.0,0.0
100,DecisionTree,0.10164944249865357,1.4551305826470513,1.104130429179884,-0.006485800905177461,0.02266809769403956
100,RandomForest,0.2286820030401226,1.4670800425289128,1.3541661116259558,-0.008816312204582497,0.05634916790393995
100,ExtraTrees,0.05708955122946384,1.5109653563021568,1.1815731643202347,0.04322172589764423,0.053129108603639015
100,GradientBoosting,0.04885835383004387,1.6029999381093754,1.3180963650422575,0.01663704790446826,0.021452124189999117
100,HistGradientBoosting,1.3904219942663114,0.8923984484676459,1.1149163335958354,0.14305477567075092,0.7188736098561462
100,AdaBoost,0.27385014031008,1.1619452839630933,0.9647281115619502,0.0,0.0
100,Bagging,0.20776934769174044,1.3713856815072956,1.0400618356227662,0.06013866759910602,0.09318877768611555
100,MLPRegressor,0.0818459704559888,1.677486040488216,1.245509683982747,0.03056476147369379,0.05624950044798659
100,SVR,0.2915472155821897,1.0274555216291075,0.7353538280868587,0.15077917822832848,0.23975830768747966
100,KNN,0.177380948596453,1.0242019557469972,0.90575070063501,0.5300962763666144,0.5926269284092446
1000,LinearRegression,2.9890736748821665,-0.03711192504884017,0.06762677669534582,-0.04974939114226054,0.10677574791892977
1000,Lasso,2.8308400491279406,0.0,0.0,0.0,0.0
1000,DecisionTree,0.13637454251473158,3.7729761680244325,2.4174766779440615,0.0022457206841431346,0.013497848460090446
1000,RandomForest,0.11382694480989414,3.774646041017828,2.384359123206333,0.0013363689844222352,0.0051946185554649195
1000,ExtraTrees,0.0978441841995098,3.8263780666233123,2.453902056440803,0.0016043751222381381,0.008632467504181122
1000,GradientBoosting,0.10187172024934092,3.947560383392969,2.4923301584696844,-0.0027191947445714716,0.008995117880036206
1000,HistGradientBoosting,0.3314522770053388,3.1728078949157794,2.000112369331701,0.05707542049956483,0.04587101764173784
1000,AdaBoost,0.3259879131277574,3.309337403555793,2.092776856896613,-9.526100186210971e-06,7.961210230009224e-05
1000,Bagging,0.11098399444570914,3.636550893855751,2.357865613099992,0.01010551371927084,0.007711075351873227
1000,MLPRegressor,0.07845698662008033,3.723809312626961,2.343993551593441,0.033310707912124926,0.028750906492895037
1000,SVR,0.26697861948418994,3.1153842496050306,1.9599513319904738,0.13215228930895595,0.15314388623095004
1000,KNN,0.26373225806885875,3.0665628850156823,1.955870490707145,0.3148567079754917,0.30011570176712477
10000,LinearRegression,2.0456120075257735,0.0009818354805759837,0.007585615801103753,0.00038531675556951176,0.0005557971628017067
10000,Lasso,2.0424113692640207,0.0,0.0,0.0,0.0
10000,DecisionTree,0.08574188372763401,2.984825741745445,1.937104619366666,0.0006982467750165711,0.004946555407824065
10000,RandomForest,0.05059156345548526,2.9569508259029185,1.9218614864600148,0.0009988431145853485,0.002062675586664746
10000,ExtraTrees,0.05370997577972611,2.987343703900124,1.9427962039710047,0.001989015908635431,0.0027806147032841907
10000,GradientBoosting,0.04416468931914974,2.9896100223859268,1.9444963418488357,0.00019579646739583108,0.00031367614259276034
10000,HistGradientBoosting,0.06713612197781177,2.9461436622148023,1.9200610788829944,0.0025863643510488045,0.004242045039112537
10000,AdaBoost,0.3471165963698739,2.2798928799268836,1.4846236707289577,1.9854512221861297e-05,4.026899657401472e-05
10000,Bagging,0.05437214768712766,2.9727512903241937,1.928825467966832,0.0015766416365144338,0.002225438124623429
10000,MLPRegressor,0.04583259235277823,2.9324275293120845,1.9065807630119354,0.00409963204100864,0.003467635724977875
10000,SVR,0.05067394015141537,2.7511180455706685,1.7838144189960796,0.04343526466225005,0.03358925761144158
10000,KNN,0.06106536045275919,2.6912167750757754,1.7393483317764322,0.09115618229496882,0.060613414366460346
