method,intra_cor,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49,training_time
LOCO-HD,0.5,0.44863773750194014,0.0,-0.32395202872118034,0.0,-14.996018092294662,1.0,0.2541921947765218,0.0,-0.12780515010342697,1.0,0.13321570074180045,0.0,-0.14996125706284147,0.0,-0.16805180843999779,0.0,0.2657203795773171,0.0,-1.4163222805371447,0.0,-0.07457614159233117,1.0,11.987889686789174,1.0,-0.207573237249278,0.0,0.013291730769708465,0.0,0.45259013466619535,0.0,0.36080524882424925,0.0,1.2286582166543099,0.0,0.25940911831600033,0.0,0.5279560256006448,0.0,0.021838542085504287,0.0,0.03927647407556378,0.0,-0.43389969153605534,0.0,0.05400522196305246,1.0,-0.07926731606744397,0.0,0.48256009674111056,0.0,0.8717067438832373,0.0,0.9871010737603569,0.0,0.5327551852694796,1.0,0.1324468161178629,1.0,0.19254106679233018,0.0,0.46914298151040157,0.0,0.14893228140977044,1.0,0.35976983797809226,0.0,1.95726605199701,1.0,-1.0536032325587712,0.0,-1.2140865789309032,1.0,-0.4501623121855687,0.0,-0.19493926010585483,0.0,0.20256521433327634,1.0,0.6197994243116796,0.0,-0.1508975188515933,0.0,1.3503478036623733,1.0,0.07963850642460102,0.0,0.30975466224600723,0.0,0.4988011101531242,0.0,0.20588543916409208,0.0,0.43026381399101865,0.0,0.5113066589185564,0.0,0.15496712331605522,0.0,0.1285519303340834,0.0,200.9558560848236
LOCO-HD,0.65,1.681161391921762,0.0,1.1792705616567218,0.0,-1.7724038591993576,1.0,-0.09785526836236613,0.0,0.7701572799716132,1.0,4.05979803335282,0.0,-0.9241065581149996,0.0,0.6506450434823705,0.0,-6.917056214495176,0.0,-1.2234694452087638,0.0,-1.2060524894293962,1.0,0.7447418379013016,1.0,0.11574862097791083,0.0,0.5842843343177719,0.0,-0.5059920771824977,0.0,-0.36204764908973175,0.0,-0.18567085444379927,0.0,-0.4084137895062554,0.0,-0.6907072144788344,0.0,0.4402819369707345,0.0,-0.4492279863508202,0.0,0.38027805988633645,0.0,-0.25301412774780374,1.0,0.6542436215289626,0.0,-1.7584999900453795,0.0,-0.6304072063435342,0.0,0.6075672513140375,0.0,-6.6412851072664125,1.0,-1.9500657697743122,1.0,0.6865028499136088,0.0,-1.8006579384956467,0.0,-0.44840418658469616,1.0,0.9546630528574269,0.0,-0.5492034315186629,1.0,0.6883599272071592,0.0,-1.4250983314282735,1.0,-2.002334637613046,0.0,-0.5519757917458037,0.0,2.595349173092643,1.0,-3.1050664084273194,0.0,0.20037743728448731,0.0,-3.0469793352888246,1.0,-0.03295706578876434,0.0,-0.4488362405938915,0.0,0.19515283148518847,0.0,-0.7887309846100834,0.0,-0.08113764833035475,0.0,-1.23479357032204,0.0,-0.9216150619217274,0.0,-1.0662553648526796,0.0,229.7957489490509
LOCO-HD,0.85,1.8207096798851694,0.0,-22.98037384172011,0.0,-17.703971352146937,1.0,-1.8147855767664396,0.0,0.3967213289325855,1.0,-14.21871375649738,0.0,13.477559489833823,0.0,0.39632631972261834,0.0,-13.252261975023771,0.0,2.6591518144250017,0.0,-25.987051968567187,1.0,-1.632261729513857,1.0,1.217042997539295,0.0,-26.134069893513413,0.0,-8.159179060804831,0.0,24.339930011036415,0.0,-12.496160804046383,0.0,10.521006585714986,0.0,-24.466348399582785,0.0,-6.9889502149654845,0.0,0.47845001458239267,0.0,-12.447860451680299,0.0,-5.423791466728687,1.0,-9.993275802233768,0.0,8.642549440670507,0.0,10.010715487150321,0.0,14.677598822585765,0.0,17.42888160821741,1.0,-15.10246679521623,1.0,102.337750977827,0.0,-13.204146326403475,0.0,-5.915318200585716,1.0,-7.230652468300377,0.0,-1.324951136479342,1.0,-27.383029008777953,0.0,-13.405032474685811,1.0,-7.380554978671,0.0,8.601356619153592,0.0,15.439845116283834,1.0,-26.08672240052556,0.0,-13.080815149967748,0.0,16.193319920721194,1.0,-30.57509784621186,0.0,-4.646772674268391,0.0,-16.35049474678891,0.0,-13.030893464525377,0.0,-5.528233764460936,0.0,8.816533915028629,0.0,-35.32012060176021,0.0,-26.02509437242702,0.0,259.16703701019287
S-CPI,0.0,-5.628061273347328e-14,0.0,-0.008106817955759913,0.0,-0.05114841461061875,1.0,-5.628061273347328e-14,0.0,0.01463914340439431,1.0,0.060659574047396726,0.0,-0.016604828421843267,0.0,-0.02562417244851729,0.0,0.1552451230080882,0.0,-0.08889805864427136,0.0,0.1598463356844046,1.0,0.0664034494694997,1.0,1.5482794656392262,0.0,-0.03515410186799606,0.0,-5.628061273347328e-14,0.0,0.1768831175612863,0.0,-0.012575870159471468,0.0,0.020596748535892023,0.0,-5.628061273347328e-14,0.0,-0.33545604433821735,0.0,-0.027369674502088038,0.0,-5.628061273347328e-14,0.0,-8.584386964928804,1.0,-5.628061273347328e-14,0.0,-0.01146453451210078,0.0,0.12380473271958739,0.0,0.1253298286332377,0.0,-0.47191965990275164,1.0,0.10587637966181103,1.0,-0.00018303467445233276,0.0,0.0006648373121242012,0.0,-0.13573985480672832,1.0,-0.0018521806337633792,0.0,-0.22597139987599596,1.0,-0.2826268083687396,0.0,0.18611502694282103,1.0,0.046147409054270554,0.0,0.3059092954117659,0.0,-1.0258921005652493,1.0,-5.628061273347328e-14,0.0,-0.015644107466725093,0.0,0.1862860196685107,1.0,-0.05790762458261297,0.0,0.01071988575198261,0.0,0.5751221021891033,0.0,-0.049951830501953794,0.0,0.3965391876245729,0.0,-0.021557612014401744,0.0,0.004093209829061559,0.0,0.022373212050466138,0.0,24.01693105697632
S-CPI,0.15,0.007280402486362438,0.0,-0.15154875567977324,0.0,0.049563212100209884,1.0,-0.05837709909169777,0.0,1.6004727679424688,1.0,-0.010057642568408662,0.0,0.021142196009443726,0.0,0.0023723091649488575,0.0,1.2958084412958604,0.0,-0.1525954129683027,0.0,-1.1351041638134531,1.0,-0.7776722535827739,1.0,-0.01763397378872266,0.0,-0.048675916451291205,0.0,-0.041168609812213826,0.0,-2.8472743818830475,0.0,-0.5116508569175953,0.0,0.2966207160924476,0.0,0.05240679008977622,0.0,-0.00468027495531773,0.0,1.3791070910686174,0.0,-0.35212084801928384,0.0,-1.0992941423032587,1.0,0.066385964865446,0.0,-4.717290448806382,0.0,0.02521534120923193,0.0,-0.024562150362848933,0.0,0.9364883646566564,1.0,0.940505531500008,1.0,-0.07554774686700466,0.0,0.14439507714638072,0.0,-3.665603408261134,1.0,0.03885067761546403,0.0,4.397470831423479,1.0,0.37751043143849544,0.0,0.4445574580420507,1.0,-0.3252932725157822,0.0,-2.9178056852279974,0.0,0.4469662432796895,1.0,0.09603268725333809,0.0,0.13612201097545817,0.0,1.1488551074809368,1.0,-0.44194986067650194,0.0,-0.09496779009009965,0.0,-2.1718192533687906,0.0,-0.19504122251602088,0.0,-3.41123251111917,0.0,0.06987759750304554,0.0,0.007099942331225552,0.0,0.7192268010944172,0.0,26.71767807006836
S-CPI,0.3,0.17784589173513746,0.0,-0.13459896416257286,0.0,0.15886696122398497,1.0,-0.15747269157391022,0.0,0.10383518962485276,1.0,0.0,0.0,-0.04203235868652711,0.0,-0.02862913090463942,0.0,0.016937072082147987,0.0,-0.303620073300453,0.0,-9.570866933460655,1.0,-0.3476022623545413,1.0,0.03983912279395689,0.0,0.0,0.0,-0.04665909121405264,0.0,-0.0009534467279639886,0.0,-0.03333704212388178,0.0,0.0018453414386925997,0.0,0.0,0.0,0.013938014018603468,0.0,0.0104745688576155,0.0,-0.09247170830758927,0.0,0.8525589175959151,1.0,-0.045737726983282635,0.0,-0.04761044064655898,0.0,0.0025532162061325035,0.0,0.034869341024686674,0.0,0.5133788446500764,1.0,-1.272269645326758,1.0,-0.06394802811104058,0.0,0.043540987062915336,0.0,-0.20345897010588038,1.0,-0.006561234129274471,0.0,0.12245781030634305,1.0,-0.038564028105804816,0.0,0.0076879624311396305,1.0,-0.00703421898793245,0.0,-0.04049289851206937,0.0,0.0836278764266484,1.0,-0.0709463421563975,0.0,-0.1406917669013151,0.0,-2.3159691492470067,1.0,-0.02043503285995255,0.0,-0.05630691117129807,0.0,-0.12466319246902575,0.0,0.00794990003805426,0.0,0.27605524857783686,0.0,-5.09238754759364,0.0,-0.0030077304395130303,0.0,0.01709311405869641,0.0,23.872761487960815
S-CPI,0.5,0.0007737864577150207,0.0,0.0,0.0,-16.9324019926206,1.0,-0.03620358784572919,0.0,0.014458557533339219,1.0,0.0,0.0,0.0,0.0,0.22367279326258,0.0,-0.0860094059184535,0.0,-2.3699977714858673,0.0,-0.7099497299972796,1.0,-0.12091869070067476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058278284446750695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012155287268990715,0.0,0.0,0.0,-0.06328059135702604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02435158890703536,1.0,0.0064241256364037345,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04458594459977954,0.0,0.4955809515418013,1.0,-0.5161091809389353,0.0,-2.386481555467947,1.0,0.0,0.0,0.0,0.0,0.1359819866791841,1.0,0.0,0.0,-0.005259458370603332,0.0,0.11684731447297793,1.0,0.2347142427128806,0.0,0.0,0.0,0.03933940860482979,0.0,0.12598165832985003,0.0,-0.1660984913773928,0.0,0.0018736203153569269,0.0,0.0,0.0,0.0,0.0,23.857808351516724
S-CPI,0.65,0.025499464280215708,0.0,-0.08633348119387577,0.0,0.041830633119449734,1.0,0.04974985361470074,0.0,-0.47967742044377676,1.0,-0.5258361108289056,0.0,-0.08624161337768846,0.0,-0.004635787820011456,0.0,-1.7823243954654067,0.0,0.015269309620344477,0.0,0.0430856058509526,1.0,0.7908126362036288,1.0,-0.00042104404768690415,0.0,0.019480469707262516,0.0,0.04112760616999142,0.0,0.01854309844380659,0.0,0.03030078629856437,0.0,0.40955354876995675,0.0,0.010872984558933006,0.0,-0.024683414506956852,0.0,-0.05115649219191039,0.0,0.003679798941625945,0.0,0.6963451189395159,1.0,-0.06697843377687245,0.0,-0.52016572227828,0.0,-1.2719384463096477,0.0,0.23716873757297038,0.0,-4.460122427793513,1.0,-0.2034557489316672,1.0,1.1704177232285708,0.0,-0.6703580073673997,0.0,1.0267366336283277,1.0,-0.44576159699747925,0.0,0.019324401405063526,1.0,-0.059857216329212204,0.0,-0.12142526611034672,1.0,-1.6649744415844614,0.0,0.1503064259350027,0.0,2.203330227579407,1.0,1.1260844681521238,0.0,0.054140004509139146,0.0,0.36626905608778265,1.0,0.012741002592857773,0.0,-0.015085071770454756,0.0,0.055986029289584564,0.0,0.00815644689631575,0.0,0.010086847936182124,0.0,-0.7601540896367209,0.0,-0.0023027526766543475,0.0,-1.0478850231414967,0.0,24.64553666114807
S-CPI,0.85,-0.346181505880404,0.0,-1.6108116617875332,0.0,-3.6094545174541897,1.0,-2.7878790107626745,0.0,-2.549256338942044,1.0,1.0852383871440565,0.0,-0.8037510493949466,0.0,0.3235894910396905,0.0,1.0789147084553274,0.0,2.295607084560646,0.0,2.4566539996030343,1.0,0.7993983195473952,1.0,-0.720405997006902,0.0,-0.5162181785689233,0.0,-0.32426236369793954,0.0,-0.6830457605792842,0.0,-1.487954825020581,0.0,0.5486358895330403,0.0,-1.7803552007816876,0.0,-1.8108961474913576,0.0,-1.7480571755655065,0.0,0.05655391082075424,0.0,-0.310817338928608,1.0,-0.6569241657135729,0.0,-0.5402266263022532,0.0,-1.8771837405491323,0.0,0.009406019233724106,0.0,-0.03372669783022214,1.0,-0.39761718472891067,1.0,0.4340383809632034,0.0,-4.349218483280772,0.0,0.6195826022605777,1.0,-3.5540626496380456,0.0,4.777389787606036,1.0,0.28376979242859246,0.0,-2.1726214298462647,1.0,-0.7126742723447379,0.0,5.696225543325096,0.0,-2.342323980206296,1.0,-2.9497153003489984,0.0,1.23740109620952,0.0,-1.5933835895682456,1.0,-9.4733821273202,0.0,1.0498339269250858,0.0,-0.08879237866748067,0.0,0.7616588425875789,0.0,-0.46591660341637,0.0,-0.4233991000568053,0.0,0.15019377104396323,0.0,-0.8192407214821315,0.0,29.92518186569214
0.5*CPI,0.0,0.0,0.0,-0.037167038309348754,0.0,-0.2411101948858061,1.0,0.0,0.0,0.013203053962570266,1.0,0.0818273866353536,0.0,0.007557696181606843,0.0,0.026623150241078974,0.0,0.004207672164284304,0.0,-0.0113789285653354,0.0,0.02293609471274749,1.0,0.10822209783165704,1.0,1.21411518853958,0.0,-0.10281490241968072,0.0,0.0,0.0,0.15822570441437733,0.0,-0.12357115667862217,0.0,-0.0014881142084846033,0.0,0.0,0.0,-0.35909536071727644,0.0,0.04219587907502387,0.0,0.0,0.0,-2.9189489004647555,1.0,0.0,0.0,-0.0064283860147043015,0.0,0.08469708682588362,0.0,0.0,0.0,-0.4388407045257736,1.0,1.3651326208949683,1.0,-0.021779568524095794,0.0,-0.0018204615742263286,0.0,-0.09056071606292448,1.0,0.0,0.0,-0.11085677628238955,1.0,0.43158107856945094,0.0,-0.11820526636927298,1.0,-0.03691393117699704,0.0,0.40058689733888286,0.0,-0.7263207199369504,1.0,0.0,0.0,0.008847968770453463,0.0,-0.08673671959661533,1.0,-0.005369845061210299,0.0,-0.006570097146948228,0.0,0.27429835734321273,0.0,-0.08557114004005939,0.0,0.3328549957176392,0.0,-0.024416512937250445,0.0,0.0,0.0,0.020140442236510125,0.0,22.767472743988037
0.5*CPI,0.15,0.012417996391519637,0.0,-0.08781727434548259,0.0,-0.19187689430809485,1.0,0.044779382419022795,0.0,0.568773678931521,1.0,0.442382574507306,0.0,-0.009256371265536245,0.0,0.057922903157333394,0.0,1.2502520581639232,0.0,-0.04267488778360473,0.0,-0.2696580600599532,1.0,-0.02201914255952886,1.0,-0.04610962053533285,0.0,0.0,0.0,0.06721097111680763,0.0,-1.0936124089309516,0.0,-0.7047093733834942,0.0,0.48037801111328804,0.0,0.03435973558489991,0.0,0.06201374473812393,0.0,1.6200156508619017,0.0,-0.11917711048735669,0.0,-0.724881337771194,1.0,0.36150142399228,0.0,-2.4754573331050693,0.0,0.034482166678529325,0.0,0.062387795082514685,0.0,0.006246866417811248,1.0,0.1570237382656785,1.0,0.2589864128673298,0.0,0.0037511497286573103,0.0,-0.3851779677413987,1.0,0.0750535019392089,0.0,2.4628423975402285,1.0,0.24744057721237311,0.0,0.9844529039483092,1.0,-0.21210769413012542,0.0,-0.6000191089702298,0.0,0.20354162081443405,1.0,0.1069548207321418,0.0,0.000495704992431456,0.0,0.9176552702217577,1.0,-0.14488012739660405,0.0,-0.035091539705192076,0.0,-1.1638054167595016,0.0,0.021399306585522027,0.0,0.1315682221679424,0.0,-0.034597686036889286,0.0,0.05092765847874148,0.0,0.3880837250373901,0.0,26.920100212097168
0.5*CPI,0.3,0.07490541528201788,0.0,-0.005581353153530699,0.0,0.6890503761250386,1.0,-0.0465427103320053,0.0,0.03306453471671489,1.0,0.0,0.0,0.0,0.0,-0.03291659177128281,0.0,0.01753522782328787,0.0,0.011974584883859052,0.0,-2.8256821648925268,1.0,-0.26138896542116186,1.0,0.039030904583626125,0.0,0.0,0.0,-0.014433063618980668,0.0,-0.00033834691822676177,0.0,-0.040873762798128155,0.0,-0.033290112151036055,0.0,0.0,0.0,-0.06043001153219052,0.0,0.0030913435587365257,0.0,-0.13932954920727525,0.0,0.9894958008517847,1.0,-0.019117774180614333,0.0,-0.024264700802007155,0.0,-0.024501233590171978,0.0,0.02751780883144761,0.0,0.3076931841980013,1.0,-0.7847406166957,1.0,0.011258672143299009,0.0,0.06548666842058992,0.0,-0.0212893541305732,1.0,0.00047650325890913336,0.0,0.0813713173053543,1.0,0.056000500237615825,0.0,0.5427127444845325,1.0,-0.01205484983995575,0.0,-0.1913416273652615,0.0,0.14643725024677678,1.0,-0.05676158263395337,0.0,0.07391012425208032,0.0,-1.4600641948937323,1.0,0.08644363143656619,0.0,-0.055928729564328705,0.0,-0.15053299758574212,0.0,-0.014248061433846715,0.0,0.10157283735534861,0.0,-3.31547050521246,0.0,0.016929109249531393,0.0,0.028073314499835078,0.0,22.6818368434906
0.5*CPI,0.5,0.0,0.0,0.0,0.0,-8.936764908919315,1.0,-0.025372331726885022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1545643674850794,0.0,-0.06288138309102465,0.0,-1.318132653626293,0.0,-0.2767470767589373,1.0,0.28685919271615035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2368067081184222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007074972830793058,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019862650842043195,1.0,0.008018710775246518,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09400290750014051,0.0,0.4532433013069692,1.0,-0.05437832682895305,0.0,0.09614894493125803,1.0,0.0,0.0,0.0,0.0,0.13825977561307923,1.0,0.0,0.0,0.0,0.0,0.46913726336734385,1.0,0.20134908341293567,0.0,0.0,0.0,-0.02884250867120386,0.0,0.06690506247772987,0.0,0.1851844812414356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.962029695510864
0.5*CPI,0.65,-0.25132081513598337,0.0,0.01173346936147368,0.0,-0.7742908649443621,1.0,-0.33687850351313386,0.0,0.812635535099048,1.0,-0.6929538979363201,0.0,-0.14036352398372287,0.0,0.0,0.0,-0.655532155341291,0.0,0.012385644932095374,0.0,-0.03197381824691092,1.0,0.5383831712377969,1.0,0.0,0.0,-0.00725615388080314,0.0,0.03190032658358177,0.0,0.00474652514080276,0.0,0.007981838380459294,0.0,0.12805839528689944,0.0,0.025828330898320928,0.0,-0.035274886455539445,0.0,-0.040176663553864955,0.0,0.0,0.0,0.42270718561258036,1.0,-0.040358368698576896,0.0,-0.16479771927924958,0.0,-1.0314369732383852,0.0,-0.45736446857964097,0.0,-0.5828210956271107,1.0,-0.09671757903953448,1.0,0.9317128342466958,0.0,-0.1353707826819175,0.0,0.18117057533211778,1.0,-0.38269982217536835,0.0,0.051879916902407786,1.0,0.06554474771365904,0.0,-0.04243115967520339,1.0,-0.8048120020756642,0.0,0.7104396761035616,0.0,1.5471441813347155,1.0,1.2296721098651062,0.0,-0.006626763198283925,0.0,0.8622080536583212,1.0,-0.013815479509588613,0.0,-0.011316551353957038,0.0,0.0356141589831509,0.0,0.005891630401663406,0.0,0.014695498737239632,0.0,-0.4391085979428624,0.0,0.0,0.0,-0.5814684680666176,0.0,24.734511137008667
0.5*CPI,0.85,-0.10930693598561447,0.0,0.1620178356290296,0.0,-4.897339478619784,1.0,-1.9558502957285953,0.0,-2.308874034987639,1.0,2.0080210245372427,0.0,-0.6081192213023314,0.0,0.11313732632939377,0.0,1.7180516221362154,0.0,1.4325870764345723,0.0,5.639527653430548,1.0,1.598757051242501,1.0,-0.5503335945667231,0.0,0.22373741414642723,0.0,0.12881761678221437,0.0,-0.10511715872024752,0.0,2.213764358531563,0.0,1.199218208477049,0.0,-0.3871753930975217,0.0,-0.9093504387469693,0.0,-0.7163735842173651,0.0,-0.3403054427070913,0.0,1.2845039178480135,1.0,0.41585741652363595,0.0,-0.8528369064279104,0.0,-0.7590480584765089,0.0,0.134915516825032,0.0,2.5027904531154945,1.0,-0.6435320361433128,1.0,10.07511259228309,0.0,-1.5436669168903734,0.0,1.165107455409668,1.0,-2.0107882871957656,0.0,0.4314151668173736,1.0,0.1340233458966793,0.0,0.6076532623985997,1.0,-0.3219980651933838,0.0,2.1023238073554467,0.0,-0.7334690826675399,1.0,-1.766570869413357,0.0,0.371244365313089,0.0,0.3766894957487352,1.0,-0.15007709691235505,0.0,0.6457323971838775,0.0,0.17951462826752618,0.0,1.0640232758772186,0.0,-0.46897439321173806,0.0,1.0409052293277625,0.0,0.04474333517242712,0.0,0.06900957725790136,0.0,28.539648294448853
PFI,0.0,0.0,0.0,-0.0021484765486832202,0.0,-0.01394236035071117,1.0,0.0,0.0,0.0007631510642163164,1.0,0.004729171034533408,0.0,0.00043684728487747293,0.0,0.001538812917743826,0.0,2.1134092069274857e-05,0.0,-0.000657741616588936,0.0,0.0013257099882650891,1.0,0.026121416239714534,1.0,0.07003697777691187,0.0,-0.005943966801133627,0.0,0.0,0.0,0.009143405547224148,0.0,-0.006076417754972141,0.0,-8.601675160946343e-05,0.0,0.0,0.0,-0.020769031849081188,0.0,0.002438850185569663,0.0,0.0,0.0,-0.16955304148377337,1.0,0.0,0.0,-0.0003715799792232133,0.0,0.004895000399987026,0.0,0.0,0.0,-0.025384659005940335,1.0,0.09038572480600493,1.0,-0.001258956627673058,0.0,-0.0001052273253563385,0.0,-0.0052354167767703075,1.0,0.0,0.0,-0.006408972235746546,1.0,0.024928451999507217,0.0,-0.006480108919081573,1.0,-0.002133844544001562,0.0,0.023139400049576153,0.0,-0.04203412830542064,1.0,0.0,0.0,0.0005114260629390799,0.0,-0.005014315196447683,1.0,-0.00031039259048526446,0.0,-0.00037977139732348064,0.0,0.015847838279420046,0.0,-0.004946922526279707,0.0,0.021280713183770672,0.0,-0.0014113900457140005,0.0,0.0,0.0,0.0011641262586756795,0.0,17.237675189971924
PFI,0.15,0.0003925624496599056,0.0,-0.005681652434146756,0.0,-0.025157321697550472,1.0,0.0027518398422099466,0.0,0.044151766835502926,1.0,0.011773525768081328,0.0,-0.0007277966734786645,0.0,0.0009458736619905039,0.0,0.070709856190879,0.0,-0.0027607435299810135,0.0,-0.024308566366945783,1.0,-0.0030978080573049738,1.0,-0.0022525520919050024,0.0,0.0,0.0,0.004347106346745733,0.0,-0.01301733475479061,0.0,-0.04692492508865875,0.0,0.016357152899649563,0.0,0.0011170303380723112,0.0,0.024373192674069344,0.0,0.06315398892718171,0.0,-0.00857719358596043,0.0,-0.056393100893084025,1.0,0.021958825097447843,0.0,-0.22476041092972565,0.0,0.002796009982855452,0.0,0.0008522686448859673,0.0,0.007373985971407038,1.0,0.0035016123115259035,1.0,0.004548398555407118,0.0,0.0019711716144925617,0.0,-0.0263551306303782,1.0,0.004854200114928986,0.0,0.10297649359452876,1.0,-0.03847441240929683,0.0,0.21503031446582455,1.0,-0.014510511186722752,0.0,-0.15158727443391307,0.0,0.013160830578415883,1.0,0.012937520683186321,0.0,3.2065479386389484e-05,0.0,0.07746388658009096,1.0,-0.01326519088660838,0.0,-0.0022701220509802056,0.0,-0.06662099608595895,0.0,-0.0049276355795679905,0.0,0.008439962434509951,0.0,-0.001093440313690408,0.0,0.006129842012354558,0.0,0.024932483397803296,0.0,20.430410146713257
PFI,0.3,0.004542184830697238,0.0,-0.0013198204808375635,0.0,0.04394174882832402,1.0,-0.01885751358033616,0.0,0.011447250716752677,1.0,0.0,0.0,0.0,0.0,-0.0019964229516027387,0.0,0.001063429756413825,0.0,-0.0006074640024280598,0.0,-0.1895922604785163,1.0,-0.015771775233723417,1.0,0.0033491784397199353,0.0,0.0,0.0,-0.000875349431531447,0.0,0.0,0.0,-0.002479069312805393,0.0,0.0005836818903262042,0.0,0.0,0.0,0.0007469064753706789,0.0,0.00018748054378647794,0.0,-0.008452125865002103,0.0,0.06436212452872425,1.0,-0.0011543546997643261,0.0,0.0013345156928004087,0.0,-0.0014860003821262069,0.0,0.0016687960876069496,0.0,0.019635942099576198,1.0,-0.0536970752217627,1.0,-0.00291081553595518,0.0,-0.003596551724481145,0.0,0.010407675857521781,1.0,0.00014857523295930264,0.0,0.004934211614134654,1.0,0.002466917094334775,0.0,-0.007276903204111562,1.0,-0.0007311101841089851,0.0,-0.008353482873594942,0.0,0.008284902416978213,1.0,-0.001965653662505673,0.0,0.004481839639797869,0.0,0.10653786996466152,1.0,0.005241738826509135,0.0,0.0015402299950189047,0.0,-0.006054754768364035,0.0,-0.0018496498640061532,0.0,0.012213768088603416,0.0,-0.21713608687302965,0.0,-0.000495864958502068,0.0,0.001226349711988206,0.0,17.0899395942688
PFI,0.5,0.0,0.0,0.0,0.0,-0.18233655118935843,1.0,-0.006494232920111642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0029840488976944357,0.0,-0.0118046451747702,0.0,-0.07202953778678989,0.0,-0.008622754504695962,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022620428007655846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004009162621478879,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031779488127270383,1.0,0.0004543838857280491,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005325982298646892,0.0,0.028658348109161125,1.0,0.007461476003474132,0.0,-0.11314373627108054,1.0,0.0,0.0,0.0,0.0,0.0066597240235211075,1.0,0.0,0.0,-0.005005567190202953,0.0,-0.001412647790147048,1.0,0.011405998046065235,0.0,0.0,0.0,0.007195635443466131,0.0,0.003790847380141571,0.0,-0.0117438224016162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.450608015060425
PFI,0.65,-0.04142285770670995,0.0,-0.00863496860043611,0.0,-0.005153221316845702,1.0,-0.001077318793548443,0.0,0.06996684816925836,1.0,0.0502801532143522,0.0,-0.006394971834492225,0.0,-9.042104344558766e-05,0.0,-0.054699329257420715,0.0,0.00010072510077208108,0.0,0.0026600526272133607,1.0,0.13521033947863614,1.0,0.0,0.0,0.0033891280236773014,0.0,0.0020787124061421025,0.0,0.00026170996123298096,0.0,0.004788628768224612,0.0,0.008679181888787468,0.0,0.00031368591555036573,0.0,-0.00021369274646687586,0.0,0.0,0.0,0.0,0.0,0.08176416345253301,1.0,-0.005445760847646142,0.0,-0.03429810483370588,0.0,-0.03133160307173455,0.0,-0.007908183708895677,0.0,-0.20500967577768847,1.0,-0.034812813559998546,1.0,0.057106609077170134,0.0,-0.03753125655293843,0.0,0.1431908994215476,1.0,0.020536248250841993,0.0,0.006124289408916184,1.0,-0.008171887523722887,0.0,-0.015155550971076792,1.0,-0.017492746601476483,0.0,0.003830614003422994,0.0,0.3603296101617275,1.0,0.04773220305197867,0.0,0.003937290367311164,0.0,0.24615363213806063,1.0,-0.00577732181714552,0.0,-0.0010789280452740968,0.0,0.0033236610748907935,0.0,0.0005747834206140112,0.0,0.0011573945232257188,0.0,-0.03929190581026987,0.0,0.0,0.0,-0.05123497442069436,0.0,18.707053899765015
