method,intra_cor,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10,imp_V11,imp_V12,imp_V13,imp_V14,imp_V15,imp_V16,imp_V17,imp_V18,imp_V19,imp_V20,imp_V21,imp_V22,imp_V23,imp_V24,imp_V25,imp_V26,imp_V27,imp_V28,imp_V29,imp_V30,imp_V31,imp_V32,imp_V33,imp_V34,imp_V35,imp_V36,imp_V37,imp_V38,imp_V39,imp_V40,imp_V41,imp_V42,imp_V43,imp_V44,imp_V45,imp_V46,imp_V47,imp_V48,imp_V49
n_cal1,0.0,0.03646453620012435,0.023043582735739365,0.012787682384697963,0.11083506389747821,0.11218704154765513,-0.0005586641873138731,-0.0011555657508175443,-0.001492474741910943,-0.002153676937408644,-0.0004158797114226509,-0.00015029233461816283,-0.0017946072591639162,-0.0004004352046802495,-0.0003357349634534046,0.000313142607317074,-0.000751512639792784,0.0034196615674118025,0.0028514467577753777,0.0005615355103647524,-0.000965725066982337,-0.007156067397933619,-0.0013558187290443335,-0.001388814434128527,0.0009035339956837696,0.0010756050834674902,-2.0629465424581994e-05,0.00038924045982913213,0.0005836758052093494,0.0014677348680283142,0.001079125203478748,-0.00014906639507739072,-0.0004895703273997132,-0.0015879254478596838,-0.004575250795698205,-0.001169951681776027,0.005117660025732551,0.001693956665574703,-0.0010147781185185778,-0.005521374842282212,0.0006499131782735645,0.00042908949943543107,-0.0007528902583500141,-0.0021725177266569418,0.00485019922593799,0.0001587468388173363,0.004536694855877821,0.00039356523318145875,-0.0017301096911541691,-0.004020386092275174,-0.0063347646805651525
n_cal1,0.1,0.06889827157768957,0.058966940548652924,0.08039761983704341,0.32836342882453085,0.34963913028263616,4.862756801671253e-07,-0.0007541473528990261,0.00026589543623112277,0.001201444604477464,-0.005582878988169115,0.00463165907647789,-0.002180464267187099,-0.00045643835524766807,0.0003591842429573333,0.0010352934734501051,0.00038034434870615197,-0.00021433274106186229,-0.001095001609560109,-0.002932156791389695,-0.0005526251623594325,0.0015727366953997013,-0.0005742291127478483,0.0009837732118563869,-0.00022615139447346166,-0.000853943307128624,0.0021187585448143587,0.00042956270049820944,0.0008202348192334341,-0.002379998364454572,0.0005779837480616168,0.00011397591648687477,0.0010524444644373077,-0.0010751441047440746,0.0001542624886268218,-0.0015818877581069701,0.001897509602421743,0.0031704560059999665,-8.926913593299002e-05,0.00020768652830405188,-8.025075266848702e-05,-0.0015839713682710421,-0.002002441827395174,0.0006880084868760017,0.00044144794943823396,-0.001963174020260361,0.0025330970644033,-0.0001217089425705753,0.0024532277676465597,-0.0024748590313453667,0.000470715472400296
n_cal1,0.3,0.1938626810373532,0.13170887883577892,0.3308514931448671,0.8453790905056673,0.9067629140071343,0.0005496992915283161,0.000800675685885599,0.00021536167849867116,-0.00011409023157565867,0.0011026889720713862,-7.67927685165204e-05,-0.000286966607535577,-0.0003230569432958186,-0.0010975874541893638,0.00032397770318753905,0.0008366276393850791,0.0005683167810370815,-0.003055596111988357,6.69182057310147e-05,0.00047661798882048245,-5.181390124120444e-05,-0.0008968580409186577,0.0007514151824176141,0.001092092995025884,0.000932971262336102,-0.00047777821304606505,-0.0014663959628452017,0.00030685645900679903,0.0004848551441095639,0.0018443250714611503,0.0005210946419135221,0.003740469554215531,-0.0007375949345111432,0.000988425042736163,-0.0023575845408658758,-0.0018247494965564215,0.0014004030460779138,-0.0004658372481246009,0.0011989354378136863,-7.814705404141087e-05,5.300675167740909e-06,0.00015453189928577027,0.00033723102878124855,-2.7402597163495024e-05,-0.00019072107239481717,-0.0013761526503575094,-0.001288937916368138,-0.000192634232069111,-0.0002212145955728939,0.00044444369694279784
n_cal1,0.5,0.2138278837509262,0.17396985277376992,0.2534397668646827,0.7568641400508599,0.7591486593216384,-0.0004635428255908569,0.0018031867537819657,0.0012160031242693936,0.00034548798204872555,-0.0003089151392919043,-0.0002627752963883234,-0.00015358076754476424,-8.07927559559607e-06,-1.4924096802509945e-05,-0.0005707714214395199,0.00017470941440766996,-7.579746337416093e-06,-0.00011022016613287944,-0.0005682983771619077,-0.00034053990691523817,0.001148717698762819,-0.0001646505574059709,-4.857183187345626e-05,2.6460623371582503e-06,-0.00034675465773079117,0.0001619849753874414,-0.00029490779035978854,9.28734312818924e-06,8.482478788626735e-05,2.2954415587361776e-05,-1.826770007867795e-05,2.0704756830580706e-05,2.7766944008938976e-05,-0.0004036780490471181,0.0003642439341825787,-0.0005085932018770722,0.00020102854775405632,0.0009962131215865144,0.00019818628252446513,-0.0006104535500721653,0.000326986794672135,-3.150782410921149e-05,-5.3724997971765776e-05,0.00035869865600748896,-0.0006037012127741159,0.0008924809368359987,0.0004372667175568945,0.00012263703588794028,0.00024083207689606922,-0.0007013879570328674
n_cal1,0.65,0.21349147934234114,0.13374749375251688,0.2250182321007081,0.759226210608788,0.6232940999239551,0.00017339271813307522,0.0002470371185861464,4.555543575118781e-06,0.00013750885721491857,0.0001526991608410827,4.607945579354622e-06,0.00012814217824350105,2.5629317106506955e-06,-0.0001614957365642239,-1.7338658086826775e-05,-6.495372069846572e-05,-9.786955354916527e-05,4.1775057523854575e-05,-8.052480031740805e-05,-3.376427507661983e-05,9.819178203962498e-05,8.403036454519841e-05,0.0004095028911547116,-5.635109959073459e-07,-0.0004090596795173346,-0.00010668318419514156,-0.00017463122001686038,1.0547741726735227e-05,0.0006060140959670834,-9.17883629313887e-05,-1.2253069880008294e-05,-0.0005179976367776229,0.00023217000408404243,-0.0001272819351276766,5.819012958471759e-06,3.694881977747699e-05,0.0003865562750942214,5.077467985277473e-05,-2.604088932529891e-05,1.752033769072958e-05,-1.9712108695696395e-05,-6.327271807531065e-05,-2.2696745254013884e-05,-8.969122979472777e-05,8.82471203910995e-05,6.949546475273904e-05,9.226346408354458e-05,0.00018627336587712096,-6.896154625984918e-06,-0.00019492162817433267
n_cal1,0.85,0.1434637385008056,0.0826914253260729,0.04646651930770958,0.33584341665539486,0.29753551416109314,-1.9180640631503293e-05,1.7376243048743828e-05,-5.2955825009907975e-06,1.0301980886522066e-06,1.8984783970124597e-05,4.230920369504426e-05,4.939635810467108e-05,-1.783971659016434e-05,-3.0128977520936517e-05,4.748581020801862e-05,6.042275898041766e-06,-6.405935036278565e-07,2.934468873537141e-05,4.134789568996378e-06,-5.069442974302979e-06,-2.0336668789949774e-08,-9.093708391128691e-06,-2.48579755039377e-06,-4.918354976297945e-06,2.0560855376085263e-06,1.225051243246289e-06,-1.5985501991375162e-05,-2.5564633609267973e-06,-3.2119334819447065e-05,-4.763274924216715e-06,2.3538498082339293e-05,1.2657056899061103e-06,-5.877042759325213e-06,-1.3937333771529836e-06,2.9707735020645387e-05,-1.3703816682020947e-05,-6.737242675710492e-05,-1.2279190974250759e-05,2.569292033332421e-06,-7.656704756869165e-06,-0.00012275430992757935,-2.105896988308792e-06,-4.2204999558821676e-05,2.3406662493369312e-06,5.7544075078748425e-06,-7.829921968679349e-06,2.2600962289072435e-06,-6.471468033012601e-06,-1.0120825323239185e-05,1.0190596567274945e-05
n_cal5,0.0,0.05552831811682387,0.05020951576988194,0.023580226141902322,0.19412247242129274,0.14809915829760692,-0.0014801748149251281,-0.002926995820745626,-0.0008741358562754561,-0.0044930447289937,-0.00039653934591673173,-0.001484287418067239,-0.0027143390840837314,-0.0018922445231158342,-0.0011260440370349418,-0.0003707543745745667,-0.0007051995034538608,0.0015144829373751427,0.0018249970443702985,0.00035812692132708435,-0.000635525110595688,-0.010523215432253577,-0.002138401882602059,0.0008875835017463363,-0.0002121032538822861,-0.0018313090036029915,0.00271792593070234,-0.0005667434130833074,0.0029073861478793686,-0.006727970047557171,-0.00010037320231785311,-0.0020132293111981467,-0.0043075876682234044,-0.0023877746403844213,0.002355750600953055,-0.006363408790354501,-0.0032991206308382224,0.000123216348588695,0.0003852815161753398,-0.0068020095658982704,0.00041069279858511426,0.00023454334472150506,-0.0005101778855317226,-0.002010413757899491,0.00024952795618575035,-0.0013724207602143028,0.0093098912509737,-0.0033444684541620675,-0.002594483342914048,-0.005097682480585582,-0.008021028365858829
n_cal5,0.1,0.0923826095558163,0.08017580507555948,0.12671723311871738,0.42929981267307465,0.39275017617952585,-0.00012386592765959806,-0.00029456034970990846,-0.000625886984091939,-0.00040188481835179424,-0.011120978531480308,0.003744623647535065,-0.0010390960339364448,-0.001308887116198143,-0.0015390300882800467,0.0004143899253961081,0.000418644671140167,-0.0003382629175165593,-0.0040706412773139355,-0.004000281927700374,-0.0038341695746890725,0.0010699605736869122,-0.004720621422857711,0.0007408760986578796,0.0006698566040197473,-0.0009196465402135553,0.0038908378982523604,-0.007723481627266253,-0.0004919541160612143,-0.004609642842984078,0.0015839927972381245,-0.0035754624240882014,-0.0008495059574122518,-0.0015554857132525173,0.0015607095045840531,-0.004258763198006776,0.0013628814010674395,0.004019122731469167,-0.0005319554267574356,-7.41823325894897e-05,-0.0006294572490276688,-0.0014989917173644878,-0.001605116647728777,0.0005752426159314853,-0.0038067815211414078,-0.0046569421982080765,0.00270472855986729,-0.0014348388555018854,0.00022123708867893832,-0.00838709877756009,-0.0005074493638029809
n_cal5,0.3,0.22712648354648005,0.18249801652446615,0.36374448299440726,1.1045165268010322,1.1324005724989055,-0.0008287905710422742,0.0011149532853442963,-0.00036985783282964907,7.90898405822471e-05,-0.0003840136493502011,-0.00015203055556411993,-0.0006570376221822402,-0.0006337608450039204,-0.0020944896951041736,0.0005152875202932283,0.0012527105701128545,0.00043941819310675906,-0.004522615666980497,0.00010853689590491673,0.0002048624399832629,6.381795829143073e-05,-0.0032226943375322317,0.0004455483607114045,-0.0003719645398495934,0.0016866714392593796,-0.0014062286088874683,-0.005354429207531745,0.000218055424069478,0.0008759377655401246,0.002268579560277447,0.0003045186225904735,0.004230912216549402,-0.0026198901346273042,0.0013596728387467911,-0.001741596357982082,-0.0023751136867182963,-0.000946628500805291,-0.00020632639264781907,0.0007570122125232411,-0.0005107875238925345,-5.900334643510474e-05,-0.00024273430881877056,0.0006825451769269334,-0.0005179998688039275,0.0001900795481106036,-0.001935639208940354,-0.0028916720978459467,-1.3254919627170292e-05,-0.00027390877758382004,0.0005551750805277145
n_cal5,0.5,0.24326527241532347,0.19719117917922238,0.3715501911831269,0.8807668364040321,0.8137043996000521,-0.0005438743379600671,0.0030543310393152854,0.001522837588211386,-0.0001554581653302282,-0.00035707351776358604,-0.0002741239562078594,-0.0004631255308993239,-1.2139269297088232e-05,-0.00015268243249326927,-0.0007528864952970985,0.0002171256397269968,-1.6077695737526376e-05,1.3885289170956217e-05,-0.0006882362955444588,-0.00020078846389030383,0.0005045921542340404,-0.00010855068878106351,-0.0003315614762115319,1.3557783415801827e-05,-0.0004970866911186792,6.430495806425407e-05,-0.000506834603404005,-1.103971557285995e-05,-0.00037550737959982095,-0.0005022753533575711,-0.00039193587998332763,0.00014207331023928052,0.00022662957215498677,-0.0022071244286778666,0.00032189515194375184,-0.0006321983453019819,-0.00023025058330313394,0.0017651788870450453,0.00022454923087505038,-0.0005398712662095517,0.0006718028727506024,-0.0007926436885816642,5.554522554490626e-05,-4.127925671966922e-05,-0.0007121354967973281,0.0005156361661161346,-0.00014850873152075228,0.00027454058910275636,8.438205940800951e-05,-0.0016769024942024646
