method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,imp_V9,pval9,imp_V10,pval10,imp_V11,pval11,tr_time
LOCO-W,0.0,0.28524939570099506,0.0032159571795511753,0.4262681596981609,0.025032352067776743,0.07376925813023161,-0.02064229102952355,0.8844951040846167,0.029596564678613217,0.04510932429916781,-0.02069217561508076,0.8846055814502636,0.00727243692357478,0.33529648874520634,0.00036309306379828685,0.4914433231876918,0.033435149228746394,0.025456163616876082,0.02067237309212099,0.11509006557650991,-0.027912653987792583,0.9481648426588892,0.10237730088749737,1.6720735906972095e-11,0.029494231214629227,0.04251893612158997,0.6059927940368652
LOCO-W,0.3,0.2852806576884658,0.004401116325273959,0.40031577874785784,0.01900949724557702,0.1465570099087692,0.003984746994612541,0.4084836858479828,0.016215566223123187,0.17006553517971845,0.010189706544844426,0.2733885456198275,0.012725083219163966,0.22764711812457183,0.008096449517287472,0.31875810076062594,-0.011984413464384452,0.7614317441266456,-0.0013414735973551568,0.5311700025629327,0.018061548076796507,0.1452449594855395,0.11667291267762868,2.6645352591003757e-15,0.01729206053104628,0.15760330957107405,0.7347826957702637
LOCO-W,0.6,0.2853251658582493,0.007320385073818791,0.336294181720196,0.02980474292750745,0.040641564197813396,0.0028810347818258894,0.4336318665901373,0.029568106464342027,0.040790396821090535,0.029307911120718663,0.04601858330486397,0.017928443591616588,0.14468944083253432,-0.016053281707423612,0.8280633609122734,-0.02054776349045951,0.8823204852503523,0.00532758101031878,0.37777548161802643,2.6565254855636764e-05,0.49937016167122683,0.11043900132637814,3.098632461728812e-13,-0.021891921152619995,0.9029072207500435,1.1413464546203613
LOCO-W,0.9,0.2855998258496598,-0.025856255240048417,0.9318077788878324,0.04005240616473068,0.011582490134163681,0.009690965306080422,0.2905810001375728,-0.008564809192509099,0.6958745981706302,-0.014983303070882036,0.8086479945144298,0.01909779629587093,0.13369633602938547,0.032161472585743346,0.031427800778274895,0.009124848088050096,0.2984514334518159,-0.005894529506947324,0.6342398476364247,0.0052481609921070675,0.377105727419356,0.05776256117769224,0.0002468996810405244,0.013614226605434272,0.20830168726788711,1.7828328609466553
CPI,0.0,0.28524939570099506,-0.00029061943625602327,0.6194448471067965,0.03733981330695124,4.818440283421428e-11,0.0,1.0,0.004045572551975407,0.0008373091803806787,0.0,1.0,0.003959833172709981,0.007863177443635423,0.0005728753626134675,0.069537344969447,0.0,1.0,0.0007439893086277349,0.09047313075904517,0.0022639194942499774,0.008159886506923193,0.11048999131526854,2.461003889227968e-25,-1.163565015660506e-05,0.5170664628619304,21.430540561676025
CPI,0.3,0.2852806576884658,-0.00029148448425286855,0.6193295732187007,0.03733739126527763,4.777368214613923e-11,0.0,1.0,0.003914903687674776,0.0008104061804029178,0.0,1.0,0.002718755990636035,0.02779468847320156,-7.662696496646415e-05,0.8168209215954432,0.0,1.0,0.0007508950385463065,0.09019059820042452,0.0022611294730225384,0.008188027932165795,0.11020872306690971,2.2646407020957554e-25,-1.3861858511765579e-05,0.5212399531654232,9.664259433746338
CPI,0.6,0.2853251658582493,-0.00029383655541354026,0.6197676274875619,0.037332914087982005,4.73033632885795e-11,0.0,1.0,0.0035857711744752274,0.0010114024149469622,0.0,1.0,0.0010218795813433101,0.1383463307284566,-7.810806477154264e-05,0.6794383542481209,0.0,1.0,0.0007578554963867945,0.09026546931065033,0.0022570653577073108,0.00822297507653217,0.10633621704839652,2.850125695125212e-25,-1.4840950297023703e-05,0.524539259016645,9.711069107055664
CPI,0.9,0.2855998258496598,-0.00029124435655647485,0.6187229679480502,0.037310901578857414,4.79529984721863e-11,0.0,1.0,0.0022754236282057083,0.014491468270926833,0.0,1.0,0.00014707006564240732,0.3589363602034535,-2.522588018011307e-05,0.6041766845011332,0.0,1.0,0.000760392753008543,0.09063790432267965,0.00225292259640969,0.008272240372797675,0.05181860994125803,8.383932542230954e-15,-1.0218077119983349e-05,0.5335244724785049,9.63536787033081
CPI_sqrt,0.0,0.28524939570099506,-0.00029061943625602327,0.5048726778436261,0.03733981330695124,0.09589630909738794,0.0,0.5,0.004045572551975407,0.4334122268217331,0.0,0.5,0.003959833172709981,0.43574049088868055,0.0005728753626134675,0.4901604514989445,0.0,0.5,0.0007439893086277349,0.48731452194333025,0.0022639194942499774,0.4620770999931233,0.11048999131526854,0.0004914666328824011,-1.163565015660506e-05,0.5002008687484966,17.540643215179443
CPI_sqrt,0.3,0.2852806576884658,-0.00029148448425286855,0.5048864004921851,0.03733739126527763,0.09589886635159045,0.0,0.5,0.003914903687674776,0.43542349522131274,0.0,0.5,0.002718755990636035,0.45538084965158016,-7.662696496646415e-05,0.5013336217696324,0.0,0.5,0.0007508950385463065,0.4871992410941312,0.0022611294730225384,0.4621226347195518,0.11020872306690971,0.0005001269307218152,-1.3861858511765579e-05,0.500239421171848,9.688785552978516
