method,corr,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,-0.006271483024741492,0.7584832436029139,0.0021576785438058885,0.420045203424144,-0.014401701531551691,0.9128912462835038,0.0011669051438673924,0.45653384365323135,-0.020866831773487648,0.9736332066371388,0.01435588858309349,0.0873156384935434,1.6338513118998808,0.0,0.014492215828604509,0.11476362045684207,0.031835160989324124,0.00556457492926421,4.154679775238037
LOCO-W,0.3,0.003396326489039956,0.3552159745475777,0.0008028345858960565,0.4655139601551276,0.0075259914669744245,0.245080437955429,-0.02535125182258028,0.9803621362032694,0.0014611967388667537,0.43733880992281626,0.0034210892409794256,0.37105783209707743,1.7932191302310563,0.0,0.03804398522895506,0.00033969947807110934,0.03746312521856569,0.0040028285609950975,4.255953073501587
LOCO-W,0.6,-0.006801615000422449,0.7739645739867322,-0.0019304125722009718,0.5722725648323546,0.008188998382126965,0.2308101070236237,0.01777682428584982,0.04143348912592426,-0.00618867576618312,0.7379476297864144,0.006842433680738038,0.2781173978798819,1.6724459592579417,0.0,0.006082883383003868,0.2690891456065172,0.016851274560272474,0.0682887909570351,4.161784410476685
LOCO-W,0.9,0.01617643195317421,0.05701248510743562,0.00727487791783268,0.2294656736973244,0.010262737258785888,0.16339866832538907,0.014825222900591458,0.04419813285720675,0.013508226106502387,0.07040087265595918,0.026421741918116703,0.00862433044324129,1.9733555677894141,0.0,0.02976558815648697,0.019176454037949875,0.06775664354283843,0.00042663155626054827,4.20612096786499
CPI,0.0,0.8385799006872751,0.0005387640356221518,-9.077755074859972e-05,0.8418696283334057,0.0,1.0,0.0,1.0,0.0,1.0,0.015129705402613658,0.007538716579659295,8.458854821029945,5.190618436752553e-18,0.7239450723532792,2.4133942499847094e-07,-0.0003879308154058486,0.5279383160189248,12.093039989471436
CPI,0.3,0.8072719876422404,0.0029958133520132228,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.018478731383756664,0.0014155269368204386,8.664283718163505,9.723787823550497e-18,0.6166221968216281,8.284881498360093e-08,0.007210788461501361,0.07015249052872172,1.831852912902832
CPI,0.6,0.6650489738586005,0.00033527446965229323,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.022362347270769703,0.0020213236418573344,8.500006159470223,1.4327415702000321e-18,0.6683573089542464,6.861122635161324e-06,0.014353256352080804,0.08454187973764576,1.757814645767212
CPI,0.9,1.1253999616482382,0.0021824405572286537,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01069950035650058,0.015195106147383957,8.233866021251478,1.0076700068050645e-18,0.5845581856822253,1.7816817857773998e-05,-0.00015805043449018674,0.5062345833434728,1.7672882080078125
CPI_sqrt,0.0,0.8385799006872751,0.1782202646688142,-9.077755074859972e-05,0.5000554629916777,0.0,0.5,0.0,0.5,0.0,0.5,0.015129705402613658,0.4908429378895135,8.458854821029945,1.2478320383443445e-07,0.7239450723532792,0.18176112595614252,-0.0003879308154058486,0.5002350568927351,9.551374673843384
CPI_sqrt,0.3,0.8072719876422404,0.1968839695226663,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.018478731383756664,0.4888158643154641,8.664283718163505,1.1077283381595569e-07,0.6166221968216281,0.2118241127315606,0.007210788461501361,0.49562660699700345,1.7214694023132324
