method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,imp_V9,pval9,imp_V10,pval10,imp_V11,pval11,tr_time
LOCO-W,0.0,0.46522681977624325,0.05247543295068723,1.1904928211015076e-06,0.0107217898807079,0.10874677805103239,0.058855464812523316,4.093574190733307e-07,-0.04839135842951633,0.9999893862162876,0.00344218492599391,0.37882832272744627,0.015677210391723533,0.09076851597039537,0.009220213301024497,0.17509817582387,-0.0020996208402407368,0.5975533692691379,0.14511719669170012,0.0,0.12293051042307845,0.0,0.11166713901469398,1.1546319456101628e-14,-0.05711509930113144,0.9999999584342073,81.3204197883606
LOCO-W,0.3,0.4804397439107019,-0.01930864055910228,0.9614739622764765,0.02740906663061843,0.0035006415590411732,-0.06970423911244601,0.999999999997311,-0.02058401483376704,0.9911472388558057,-0.0515890437663184,0.9999884013017335,-0.08549724409006199,0.9999999999999999,-0.015806661436797556,0.8880543424311853,0.041254362729150236,0.00015825792697587993,-0.06761259032175058,0.9999999975820393,0.22784323529393435,0.0,-0.06604618707926739,1.0,0.021895721366847944,0.020726601015454205,82.33027529716492
LOCO-W,0.6,0.4852961021848672,0.0037362780634727145,0.3542262322886166,0.03726036092396251,2.4339912882531678e-05,0.12736918738711725,0.0,-0.02919752747523873,0.9904457304081017,-0.014596236510932769,0.9379233084390362,0.07448527128688376,4.916145268651917e-11,0.07917908306581474,1.8093304632316176e-12,0.008425726048402242,0.27276515698742076,0.09207420013583624,0.0,0.09783602901251037,1.0880185641326534e-13,-0.0007895103214219826,0.5334627901515364,0.08612953222047955,1.1102230246251565e-15,83.13963389396667
LOCO-W,0.9,0.4840488301773981,0.08789327746076467,1.7702506127648121e-12,0.06754168181286,5.4872929533544834e-09,-0.04711496797441331,0.9999997798144403,0.06924850766213346,0.0,-0.005156236046810893,0.6999271223531145,0.027120651655993144,0.0020997248243533884,0.05261979242548893,4.8571998867430466e-08,-0.0852771993750126,1.0,0.009992370366691644,0.2548572108527527,0.14680304756676357,0.0,-0.03539545473512422,0.99991172440453,0.013294494972240861,0.10247873123782647,82.55980062484741
CPI,0.0,0.46522681977624325,0.004062867730134034,0.008842354218255247,0.032756547014244686,1.1984265903492498e-09,0.003001596428276354,0.005299096544291229,0.001487536222694763,0.27364207043917643,0.01076780356192611,1.434222527760831e-05,0.002879542920264627,0.022950597508879747,0.010120172658676568,0.00044443945190855315,0.00471634271214319,0.0010077855049763784,0.004341047806407733,0.01382665111322964,0.05919811904080968,4.9822062652849155e-12,0.10865426967823552,1.8700682036360276e-12,-0.00032600504133944996,0.5529263248860194,21.14296579360962
CPI,0.3,0.4804397439107019,0.003569249702253363,0.017474897470672685,0.034749819182242375,8.102773726429297e-10,0.0037154053340968662,0.0021978441787836255,0.0018078750961723344,0.24232406045661542,0.011716360166411116,1.917371306197541e-05,0.0031015453151844175,0.0001582312074603724,0.008109934431219379,0.0007282790002423592,0.00412261331609351,0.0026033189920478626,0.004893969705210249,0.011152410903124535,0.05653819422097464,1.9501016834800215e-11,0.1094729634225646,6.423509552315426e-12,7.220187875423001e-05,0.48666781914070506,11.526724815368652
CPI,0.6,0.4852961021848672,0.004117439447358678,0.00761928600432604,0.03431201380284671,3.6005859022618935e-10,0.002922602108420602,0.009605928830336102,0.0037689383921408193,0.09822214685157021,0.012344752750944404,1.4939079697907327e-05,0.0018658413476029534,0.0012714597929835906,0.005175417304067037,0.003140912067624518,0.00391340830494194,0.00808750827731876,0.004676959537928849,0.014926885997890927,0.05832703367755959,6.2925536873439815e-12,0.10584603516569205,6.189393281617116e-12,0.001179707564889304,0.27647463946496265,9.743224143981934
CPI,0.9,0.4840488301773981,0.0037024698361864117,0.014418734828428238,0.034275744370192984,5.893012805911111e-10,0.0028322766366080943,0.012151339620209685,0.004821891877970247,0.03824693607243361,0.01229843273618958,3.337786542659876e-06,-4.778549252296149e-05,0.5375694508013064,0.0010015705309806,0.18593609228338165,0.003914681037817058,0.011886096018864941,0.004232020701089495,0.018391792750794844,0.057654197697606435,3.745532599870633e-12,0.10166339027369642,9.872687793207188e-12,2.7776806936968823e-05,0.4883585356443489,9.719202756881714
CPI_sqrt,0.0,0.46522681977624325,0.004062867730134034,0.4588767701389532,0.032756547014244686,0.22372978298178375,0.003001596428276354,0.46917325887356465,0.001487536222694763,0.48520563743967215,0.01076780356192611,0.39441940399049596,0.002879542920264627,0.4706268651843865,0.010120172658676568,0.4017597874251953,0.00471634271214319,0.4520671349490542,0.004341047806407733,0.45635775660004513,0.05919811904080968,0.10066124938683674,0.10865426967823552,0.02069632889353567,-0.00032600504133944996,0.5032447521115901,19.076927661895752
CPI_sqrt,0.3,0.4804397439107019,0.003569249702253363,0.4638397962283918,0.034749819182242375,0.21161797145991101,0.0037154053340968662,0.46198948648188254,0.0018078750961723344,0.4820731525203279,0.011716360166411116,0.386117077650499,0.0031015453151844175,0.4678902499849033,0.008109934431219379,0.42001991794240634,0.00412261331609351,0.4580220974892487,0.004893969705210249,0.45103526412566725,0.05653819422097464,0.1104596456557217,0.1094729634225646,0.020937205738247554,7.220187875423001e-05,0.4992761248516058,11.431585550308228
