method,corr,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,3.0539069284494246e-05,0.49113034551124324,-0.002391221371861333,0.957538542021132,-0.0021689739893591643,0.9364990758280486,0.0028306345886217705,0.021667679651911298,0.0014037336984317821,0.16987983003048757,0.0017035937510676458,0.11072933683089015,0.011694952957071134,1.709743457922741e-14,0.011280761509169535,1.1501910535116622e-12,-0.0028540863561880916,0.9772207720325824,443.175665140152
LOCO-W,0.3,-0.0020445598664589064,0.9285854400212099,-0.001447737786151564,0.8486983563104906,-0.0005842473116169593,0.6616611900074902,-0.0034084036497058516,0.9917718003301582,0.0010468281840917482,0.2327220454593355,0.0009385740003107658,0.2619551051713155,0.010002886404962821,4.029654387949222e-11,0.009141505956077517,5.670683700387258e-09,-0.0002115979995830578,0.558530119059593,442.33571195602417
LOCO-W,0.6,-0.0013957216750872066,0.8532192299323197,-0.003064773188662089,0.9842188634738592,-0.00013837334537400735,0.5384023428545085,-0.0008837793797607454,0.73201329897398,-0.0014605940709235237,0.8481404235153358,0.0022290152130990375,0.05562121303152279,0.013205292857345008,0.0,0.01349475113275754,0.0,0.004584045276968813,0.0008893826819661443,450.9114685058594
LOCO-W,0.9,0.0020040810361795646,0.07700760818296026,-0.0020480437894464915,0.9243857706295681,0.0011761755195180531,0.20277406592749692,0.0019284454670323828,0.09112884767822504,-0.0006779776033716596,0.6821958137910066,0.002207695573634317,0.05681455087902665,0.010826027095510128,3.8232750299016516e-12,0.012172715462726486,2.8976820942716586e-14,0.0012106263238844195,0.20041918432992478,438.49912190437317
CPI,0.0,0.17442943089928795,8.758233537682578e-114,0.031342637237882,2.071286629368147e-21,0.010873503507101923,5.370330189186666e-20,0.009252010846294262,1.4266145162810562e-15,0.011388675359196049,6.503493114600313e-12,0.19577043600923558,2.2219251860283475e-152,0.09830864694497801,5.598058722352957e-145,0.10573603535315795,1.1029946073330307e-170,0.00031095397057925855,0.2214966194019785,86.8286817073822
CPI,0.3,0.17221091114371245,1.8108526866628447e-111,0.03152007606323323,1.5310912092273252e-21,0.010831576447240643,6.096842633509123e-19,0.008491686898126877,3.5149951221219283e-13,-0.00048227959611846227,0.9060975032247469,0.23386773213210477,1.3230683800057218e-173,0.09924465495460677,2.7010052780119598e-145,0.10805906249061137,1.8870782290496448e-171,-6.833415147122768e-06,0.5429890971625735,85.24697160720825
CPI,0.6,0.17158224761026927,3.235386185971529e-110,0.031550092165227556,6.598449765994781e-22,0.01090975870250685,9.561395075131789e-19,0.008651082326011472,3.638508984315353e-13,-4.078077794086865e-05,0.8205883356194876,0.22373367855496892,9.137698181260477e-167,0.09965403690327121,4.215532978682349e-146,0.10820752253532581,7.255199759975408e-172,2.1853078238320833e-05,0.197339390406282,84.8000180721283
CPI,0.9,0.17190734386159884,4.976562127405194e-111,0.031436357786860936,1.5411234072302145e-21,0.010867774868114577,4.0659238108205343e-19,0.008542641349098185,4.4937662675632327e-13,7.741975150077351e-06,0.28278569674776854,0.2194352729467567,1.4316160089772078e-163,0.09944631861850492,5.03209234010079e-147,0.10809179484951875,4.5737147405806516e-173,-5.1806380591906676e-05,0.9491809455106646,85.5618143081665
CPI_sqrt,0.0,0.17442943089928795,4.98236607668307e-15,0.031342637237882,0.04215182647258081,0.010873503507101923,0.2487815424717057,0.009252010846294262,0.2815965971107286,0.011388675359196049,0.24522489403503878,0.19577043600923558,7.835618729958258e-19,0.09830864694497801,6.995860823551054e-08,0.10573603535315795,6.943123260637326e-09,0.00031095397057925855,0.4918594531742939,83.0672676563263
CPI_sqrt,0.3,0.17221091114371245,1.0262333075120772e-14,0.03152007606323323,0.04134505889003622,0.010831576447240643,0.2500347966810671,0.008491686898126877,0.29797903419337135,-0.00048227959611846227,0.512657019307425,0.23386773213210477,2.893092671594746e-24,0.09924465495460677,5.592955703713631e-08,0.10805906249061137,3.817803072429709e-09,-6.833415147122768e-06,0.5001830143613042,80.89696884155273
