method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,0.5397490903756219,-4.363878537074522,1.0,0.033645203348687674,0.011798061841174823,0.5599499389779624,0.0,0.015297851703526603,0.18640383527769544,-0.2014168689800644,1.0,0.3843914424024285,0.0,14.664775785141373,0.0,12.665182843258329,0.0,-1.738893930401222,1.0,61.00642514228821
LOCO-W,0.3,-0.20381920458739677,13.046446488612442,0.0,-0.08132720088811894,0.9999987870379181,-0.014776722999399973,0.7649288261071603,-0.07118362500484421,0.9951629790521557,-0.2675596900730422,1.0,0.23695684162341388,0.0,20.785398993316996,0.0,-0.5145501496836293,1.0,0.5732392082893074,0.0,63.639448165893555
LOCO-W,0.6,-0.5134826631683496,0.39066008942373465,0.0,-0.03474775094832979,0.7001425973586262,-0.2582431843470146,1.0,0.011247462628498213,0.3033587789020178,-0.1875561647703538,1.0,3.012802055431402,0.0,1.341490152610563,0.0,0.0015879852576237549,0.45874602640395,3.1732503580744202,0.0,60.386194705963135
LOCO-W,0.9,0.5520266315693443,0.5101855848341132,0.0,0.015792249526569192,0.1776024984337311,1.2543986660156181,0.0,0.4680227103017655,0.0,-0.2512740618655081,0.8974147317063266,-7.761263206792458,1.0,0.6163023713353234,0.0,0.10506046873619222,7.0525484795469495e-06,0.6384128043868204,0.0,57.7666540145874
CPI,0.0,0.5397490903756219,0.261527375742803,1.306000010076979e-147,0.027553827505290118,1.909590853711742e-17,0.0023023589641739672,1.5451496792411708e-09,-0.0028373085611558824,0.9999999230061151,13.47067594477499,1.7750808286634376e-15,0.07567090569501117,0.1391759452270323,0.032174799180354874,3.806825023597497e-79,0.010226017262585985,6.321603429915929e-66,0.0005043163410377027,0.2194374653222101,44.22329139709473
CPI,0.3,-0.20381920458739677,0.2346697971126469,1.982464508247908e-78,-0.0406721237755151,0.9769988764262505,0.00059805419134773,0.2104655489943531,-0.0003746579982906173,0.6898586223367481,0.525617201099383,4.4869197075979884e-05,1.7929372239892047,0.0,0.04135177881972196,2.419295081790187e-25,0.014743978483531706,6.864342344106112e-23,-0.00017547931321448829,0.516556376033584,35.11452102661133
CPI,0.6,-0.5134826631683496,0.28386950367180397,2.2998356168227116e-64,0.023846350970996077,0.005097991478947108,-0.002871706093692472,0.9671529439992103,-0.0003989465761076172,0.8208224793824341,0.014240524406773813,0.05955272959958848,0.4064683528220838,5.525572578928792e-166,0.03785216294863525,4.496530723358254e-27,0.015375921265550652,6.555450881265286e-23,-0.005181880943360806,0.8297923514898204,34.348262786865234
CPI,0.9,0.5520266315693443,0.2771771417855498,4.3856660458210605e-122,-0.0044075291832583186,0.8509665488297995,0.0036158503405701037,0.0069501650223603734,-0.00018719744808393113,0.7232243432364606,8.328796898193769e-05,0.4846178030689538,0.0310646145565307,2.4247666092574454e-54,0.046945155471858846,8.66809189135311e-95,0.018619166918258157,1.2523176128355651e-73,-0.0010122019300152774,0.7507965977710076,33.82348680496216
CPI_sqrt,0.0,0.5397490903756219,0.261527375742803,5.353021475729559e-26,0.027553827505290118,0.0640757956684772,0.0023023589641739672,0.43990353927895415,-0.0028373085611558824,0.5731908397592349,13.47067594477499,3.041001247239872e-15,0.07567090569501117,0.1856596626905384,0.032174799180354874,0.025933745764560784,0.010226017262585985,0.25381953388981066,0.0005043163410377027,0.48701277129696957,41.74524807929993
CPI_sqrt,0.3,-0.20381920458739677,0.2346697971126469,5.117281609831463e-18,-0.0406721237755151,0.8759101624608847,0.00059805419134773,0.4846904310645512,-0.0003746579982906173,0.5095842342655185,0.525617201099383,0.0002102765154002402,1.7929372239892047,5.14013831656521e-193,0.04135177881972196,0.014077705782822898,0.014743978483531706,0.18351498208815292,-0.00017547931321448829,0.5036720116310054,35.235849142074585
CPI_sqrt,0.6,-0.5134826631683496,0.28386950367180397,1.4417196029797021e-19,0.023846350970996077,0.161409344705694,-0.002871706093692472,0.5695108504663017,-0.0003989465761076172,0.5104204687251962,0.014240524406773813,0.2762604761891405,0.4064683528220838,4.610164921429289e-43,0.03785216294863525,0.019679699400671477,0.015375921265550652,0.1743659059590716,-0.005181880943360806,0.6008727854465193,34.25679421424866
CPI_sqrt,0.9,0.5520266315693443,0.2771771417855498,1.22385115824555e-25,-0.0044075291832583186,0.5913765394855827,0.0036158503405701037,0.41226148735443746,-0.00018719744808393113,0.5049282200899909,8.328796898193769e-05,0.4980451220983187,0.0310646145565307,0.03257578726336547,0.046945155471858846,0.00304297579842329,0.018619166918258157,0.12028225200801773,-0.0010122019300152774,0.5247084912094742,33.77460718154907
CPI_n,0.0,0.5397490903756219,0.261527375742803,2.417787544923682e-142,0.027553827505290118,8.617848433171135e-16,0.0023023589641739672,3.3031650587271043e-05,-0.0028373085611558824,0.9999500480763261,13.47067594477499,1.7874220051795998e-15,0.07567090569501117,0.13982435036777574,0.032174799180354874,1.2649624988067214e-64,0.010226017262585985,5.642278430867269e-39,0.0005043163410377027,0.27413922061997903,39.83141613006592
CPI_n,0.3,-0.20381920458739677,0.2346697971126469,3.461977397782075e-76,-0.0406721237755151,0.9759839048158857,0.00059805419134773,0.26046136631048356,-0.0003746579982906173,0.6541564132944705,0.525617201099383,4.5902707380027846e-05,1.7929372239892047,0.0,0.04135177881972196,2.783904306452278e-23,0.014743978483531706,1.7693283628105187e-18,-0.00017547931321448829,0.5158497741688693,35.27302050590515
CPI_n,0.6,-0.5134826631683496,0.28386950367180397,5.438847603358253e-63,0.023846350970996077,0.005901833412709762,-0.002871706093692472,0.9497117441864803,-0.0003989465761076172,0.7390651524822329,0.014240524406773813,0.0633771508001269,0.4064683528220838,6.747206007730607e-162,0.03785216294863525,1.3652815550432518e-24,0.015375921265550652,1.2039972023183338e-18,-0.005181880943360806,0.8215745504149241,34.502439737319946
CPI_n,0.9,0.5520266315693443,0.2771771417855498,2.385793229099648e-118,-0.0044075291832583186,0.840432812360925,0.0036158503405701037,0.014622391773819703,-0.00018719744808393113,0.6446936532511568,8.328796898193769e-05,0.4858524690806278,0.0310646145565307,9.454464858482094e-46,0.046945155471858846,3.6308598458296394e-81,0.018619166918258157,3.5028836045695937e-53,-0.0010122019300152774,0.7261404170886746,33.856513023376465
CPI_bt,0.0,0.5397490903756219,0.261527375742803,0.0,0.027553827505290118,0.0,0.0023023589641739672,1.546639214694078e-34,-0.0028373085611558824,1.0,13.47067594477499,2.7270023290519864e-06,0.07567090569501117,3.827595266837134e-52,0.032174799180354874,0.0,0.010226017262585985,0.0,0.0005043163410377027,0.003809542012794316,97.28777933120728
CPI_bt,0.3,-0.20381920458739677,0.2346697971126469,0.0,-0.0406721237755151,1.0,0.00059805419134773,0.0007815358688419195,-0.0003746579982906173,0.9761915436727959,0.525617201099383,5.864288447672747e-185,1.7929372239892047,0.0,0.04135177881972196,0.0,0.014743978483531706,0.0,-0.00017547931321448829,0.802379993447661,98.85443544387817
CPI_bt,0.6,-0.5134826631683496,0.28386950367180397,0.0,0.023846350970996077,0.0,-0.002871706093692472,1.0,-0.0003989465761076172,0.982728026065675,0.014240524406773813,0.0,0.4064683528220838,0.0,0.03785216294863525,0.0,0.015375921265550652,0.0,-0.005181880943360806,1.0,97.63514375686646
CPI_bt,0.9,0.5520266315693443,0.2771771417855498,0.0,-0.0044075291832583186,1.0,0.0036158503405701037,1.8262275853984647e-80,-0.00018719744808393113,0.8394687044796347,8.328796898193769e-05,0.33327505418189385,0.0310646145565307,0.0,0.046945155471858846,0.0,0.018619166918258157,0.0,-0.0010122019300152774,0.9999999443586575,96.2238941192627
CPI_sqd,0.0,0.5397490903756219,0.261527375742803,0.0,0.027553827505290118,0.0,0.0023023589641739672,0.0,-0.0028373085611558824,1.0,13.47067594477499,2.933933924180851e-06,0.07567090569501117,1.494598848963569e-53,0.032174799180354874,0.0,0.010226017262585985,0.0,0.0005043163410377027,0.0,102.45682978630066
CPI_sqd,0.3,-0.20381920458739677,0.2346697971126469,0.0,-0.0406721237755151,1.0,0.00059805419134773,0.0,-0.0003746579982906173,1.0,0.525617201099383,5.15385818038189e-190,1.7929372239892047,0.0,0.04135177881972196,0.0,0.014743978483531706,0.0,-0.00017547931321448829,1.0,97.9125075340271
CPI_sqd,0.6,-0.5134826631683496,0.28386950367180397,0.0,0.023846350970996077,0.0,-0.002871706093692472,1.0,-0.0003989465761076172,1.0,0.014240524406773813,0.0,0.4064683528220838,0.0,0.03785216294863525,0.0,0.015375921265550652,0.0,-0.005181880943360806,1.0,97.73199129104614
CPI_sqd,0.9,0.5520266315693443,0.2771771417855498,0.0,-0.0044075291832583186,1.0,0.0036158503405701037,0.0,-0.00018719744808393113,1.0,8.328796898193769e-05,1.0554726651848223e-70,0.0310646145565307,0.0,0.046945155471858846,0.0,0.018619166918258157,0.0,-0.0010122019300152774,1.0,96.92536902427673
