method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,0.8106950141430644,0.01709345610283296,0.00754725973808934,0.011915481220054007,0.04700644978264812,0.007098144885249333,0.15841551705641488,-0.002611100344288448,0.6393653851689767,0.003628350193205594,0.31218173033642305,0.03802625922983261,9.194724981398394e-08,0.08010027172127865,0.0,0.08139609370075787,0.0,0.003070466559371115,0.3317493332382384,134.6785168647766
LOCO-W,0.3,0.8099005305935306,0.025418409971289156,0.00020342487067404047,0.0023777543920891903,0.3684794665214961,-0.01476462904249368,0.9812501435008362,-0.0029354603332471434,0.6599201588266308,-0.0024658822828062654,0.6354094749412722,0.04270576723857727,1.60320234865452e-09,0.07641348242634206,0.0,0.0857380159257347,0.0,0.003991098993225858,0.29168156066256734,135.51289415359497
LOCO-W,0.6,0.8108123112805213,0.017080639663523633,0.008532038165350309,0.015161887397833656,0.016996597779176614,0.0013347915136832464,0.42651415766775347,0.0029215299317726776,0.34111507546422726,-0.0003071176575344093,0.5169616860002905,0.03650857994400025,4.78632076528207e-07,0.0890582405222829,0.0,0.08934028948579717,0.0,-0.008593980061498146,0.8880314633817714,135.02362418174744
LOCO-W,0.9,0.8100824810364337,0.021683977415514488,0.0012052354114591157,0.019083687894072474,0.004085241950350205,-0.003533053049975101,0.6871457301042773,-0.014112090386038464,0.9769869569046228,-0.005864085988679474,0.7981703985334936,0.0335036847312971,2.916232139993369e-06,0.09215155420730681,0.0,0.08678417073770683,0.0,0.008240993038108432,0.11984775695085859,134.75199055671692
CPI,0.0,0.8106950141430644,0.1551888502982543,3.936864521874847e-148,0.013233452793704623,4.9684130384957525e-23,0.006890970271539412,1.5448861060601104e-13,0.004781114062113498,5.327981013379439e-07,0.0034868178348713835,4.328901605475381e-06,0.09515556096622267,1.047550885484231e-118,0.17575551448501586,5.8477331180238525e-199,0.16867445384232882,1.0043731275201627e-204,-3.066546640778656e-05,0.6037273277631463,52.31850481033325
CPI,0.3,0.8099005305935306,0.15838473819826895,5.299036984414232e-147,0.013599107184459946,2.6075637535546757e-23,0.006908691481045809,2.1731906392442653e-15,0.0055090583887100475,7.935161881157564e-08,-5.5436117156998366e-05,0.6955520679135344,0.09542088979079233,7.765663651129318e-120,0.17880170364225975,1.2493885150388181e-203,0.16870601401061167,1.1275609800779394e-201,0.0001334534222269812,0.10425453046231203,42.63037395477295
CPI,0.6,0.8108123112805213,0.1539210524629799,4.589086370061552e-146,0.012822860482166826,3.9268639325488253e-22,0.006841543658448995,8.998388135414474e-15,0.004859537660647367,7.602510239558524e-08,5.82316597636523e-05,0.12712161211150907,0.09090223904423678,2.521373721482143e-118,0.1691119199994017,6.737362691937939e-199,0.16716975579286839,7.144425168884233e-205,-3.5592484224411525e-05,0.9550537455223621,42.893781661987305
CPI,0.9,0.8100824810364337,0.15531502578683742,3.0960157575527895e-145,0.01225364376701188,2.069458293650144e-21,0.007149204582831803,1.5401331942502574e-15,0.006284212038607934,2.8455823223933753e-08,2.895077072952168e-05,0.26267632743941904,0.08931948731407258,1.0320884893914222e-116,0.18365969077465066,1.775282768571584e-204,0.17667278294157968,7.379323299521288e-203,-8.085749579854473e-05,0.9376647705736767,43.07051706314087
CPI_sqrt,0.0,0.8106950141430644,0.1551888502982543,2.263139730310419e-14,0.013233452793704623,0.2029757112591456,0.006890970271539412,0.3285250842146654,0.004781114062113498,0.37928358930012473,0.0034868178348713835,0.4102049524925804,0.09515556096622267,1.7748114803451927e-07,0.17575551448501586,3.750282838258534e-18,0.16867445384232882,2.4298577865213268e-17,-3.066546640778656e-05,0.500832682928512,49.85968589782715
CPI_sqrt,0.3,0.8099005305935306,0.15838473819826895,1.0403008077811089e-14,0.013599107184459946,0.19697002959267734,0.006908691481045809,0.3274414962258757,0.0055090583887100475,0.3622125472242932,-5.5436117156998366e-05,0.5015061424677553,0.09542088979079233,1.6267007907463216e-07,0.17880170364225975,1.1399745261615504e-18,0.16870601401061167,2.7937279628712385e-17,0.0001334534222269812,0.4963736963192732,44.98874521255493
CPI_sqrt,0.6,0.8108123112805213,0.1539210524629799,3.56137708574884e-14,0.012822860482166826,0.2101442908329944,0.006841543658448995,0.3291352270829843,0.004859537660647367,0.37695087107896086,5.82316597636523e-05,0.49841171100944215,0.09090223904423678,4.538188652141422e-07,0.1691119199994017,2.835817750305773e-17,0.16716975579286839,3.8268122408474006e-17,-3.5592484224411525e-05,0.5009728003463889,45.29763841629028
CPI_sqrt,0.9,0.8100824810364337,0.15531502578683742,2.59344149631456e-14,0.01225364376701188,0.22009079423740907,0.007149204582831803,0.32211852851876954,0.006284212038607934,0.34478913505672326,2.895077072952168e-05,0.49921005935205326,0.08931948731407258,6.624448682283315e-07,0.18365969077465066,2.4181465066080585e-19,0.17667278294157968,2.291006128635232e-18,-8.085749579854473e-05,0.502205172361213,45.44559669494629
CPI_n,0.0,0.8106950141430644,0.1551888502982543,1.6101191381374182e-139,0.013233452793704623,3.1316135158272652e-18,0.006890970271539412,5.442636724525836e-10,0.004781114062113498,2.0350122371060137e-05,0.0034868178348713835,0.00016032095063648726,0.09515556096622267,6.907577266765772e-109,0.17575551448501586,4.554215469469552e-187,0.16867445384232882,8.079754785558315e-192,-3.066546640778656e-05,0.5404632998995057,47.79901099205017
CPI_n,0.3,0.8099005305935306,0.15838473819826895,1.1840425307351056e-138,0.013599107184459946,1.5719059050075542e-18,0.006908691481045809,4.544638137313848e-11,0.0055090583887100475,4.16225412260027e-06,-5.5436117156998366e-05,0.57488756018218,0.09542088979079233,6.659364459062816e-110,0.17880170364225975,1.6116178711249602e-191,0.16870601401061167,4.671878343927615e-189,0.0001334534222269812,0.3234507845955019,42.70432639122009
CPI_n,0.6,0.8108123112805213,0.1539210524629799,1.4461490550574185e-137,0.012822860482166826,1.6949434894791994e-17,0.006841543658448995,1.0966420558331708e-10,0.004859537660647367,6.081619496258256e-06,5.82316597636523e-05,0.4026753274640798,0.09090223904423678,3.984310639613271e-108,0.1691119199994017,1.4427062399053918e-186,0.16716975579286839,7.656069121567843e-192,-3.5592484224411525e-05,0.5685171761263677,42.958123207092285
