method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,0.6030262922029401,0.08596205831702311,1.3992129677120602e-10,0.015720352136076005,0.13611914971111094,0.043450690631920114,0.0021487951598351263,0.18483274961782964,0.0,-0.1779061458332981,1.0,-0.2025091103467453,1.0,0.1989522582086492,0.0,0.0897093013819408,3.1431612868004777e-09,0.00010070042065051885,0.497079655567383,1.0038723945617676
LOCO-W,0.3,0.6030141979751535,0.3035122835935461,0.0,-0.009405663492118,0.7464005740679741,0.20200496910508267,0.0,0.00339978108624711,0.4016482066004652,0.20430709867854863,0.0,0.0020028412315698262,0.44172185996026725,-0.058956505085688164,0.9999790874574062,-0.10884808847247293,0.9999999999999784,-0.0012093456583568804,0.5346691382515114,2.7712762355804443
LOCO-W,0.6,0.6030120944887177,0.08840647616338779,1.5659284979818722e-10,0.010798274533864298,0.2144756262362857,0.19690362851433033,0.0,0.19681229750744303,0.0,0.20067989057908522,0.0,0.001827455758977264,0.4466742770722576,0.07326517986393712,5.725344528473286e-07,-0.09822982004621952,0.9999999999846069,0.181313357208579,0.0,2.655697822570801
LOCO-W,0.9,0.6030118542018884,0.7812401738579305,0.0,-0.19909268459646942,1.0,0.021877735820596184,0.05555357661981375,0.015466078295546122,0.1606822056249626,0.1764523583090047,0.0,0.0011200298811952806,0.4676101529463623,0.06251842415807347,0.00024081337982806428,0.08010448736007403,6.822435105746649e-08,0.0013144806791745094,0.46159199938813034,2.547008991241455
CPI,0.0,0.6030262922029401,0.2626496105453632,7.062120937386045e-141,0.01240813630801213,1.3527279413168514e-16,0.007091197165896901,8.306824849221642e-08,0.011798890604020784,5.957756563651233e-12,1.9137733156926462e-05,0.25165417685669855,0.0003856119996763496,0.2321740932080636,0.08511608139082749,3.961192011989349e-87,0.0803644293211484,1.4536512420962517e-83,-2.8892886421605368e-05,0.6481012852675545,41.751375675201416
CPI,0.3,0.6030141979751535,0.26267073769703625,6.204256370542265e-141,0.012391283403583253,1.3784655920756328e-16,0.007084560555205788,8.250232051195087e-08,0.011798721255189715,5.957511660272151e-12,-2.254008522717399e-06,0.6475295687676964,0.00018544992852698172,0.31126466055480423,0.08503935406672086,3.7902009592470486e-87,0.08030023545001302,1.6513452016882956e-83,-2.183286196000278e-06,0.6511982512895143,31.676076412200928
CPI,0.6,0.6030120944887177,0.2626729354330124,6.095720879737639e-141,0.012376056199545238,1.4036441939941019e-16,0.0070822329318713795,8.256948709468413e-08,0.011798145120576864,5.9618767754871785e-12,-3.351160635656214e-07,0.6481842075967904,0.0001166869160365569,0.37413450623784605,0.08504152631585493,3.7566183742826893e-87,0.08028609709950257,1.6003325790114992e-83,-2.878457746047225e-07,0.6516710981293383,31.175541162490845
CPI,0.9,0.6030118542018884,0.26267380646646615,6.058658367062296e-141,0.012369880805877698,1.413710843387728e-16,0.007081637022938347,8.255662709910169e-08,0.011798015826212038,5.962248181707683e-12,-2.7284433878893566e-08,0.649805030859519,9.792737142705343e-05,0.39331271409468205,0.0850436071409984,3.760780377754571e-87,0.08028103579727736,1.5721568044168914e-83,-7.429448611873113e-09,0.6543116856500168,30.98080801963806
CPI_sqrt,0.0,0.6030262922029401,0.2626496105453632,8.388826631876643e-26,0.01240813630801213,0.22291116426095914,0.007091197165896901,0.3299474968381987,0.011798890604020784,0.23726849234842268,1.9137733156926462e-05,0.49948371024698907,0.0003856119996763496,0.4899373709605134,0.08511608139082749,4.029376583771856e-06,0.0803644293211484,1.076573609906492e-05,-2.8892886421605368e-05,0.5007769694772414,39.483376264572144
CPI_sqrt,0.3,0.6030141979751535,0.26267073769703625,8.268814389517185e-26,0.012391283403583253,0.22319731156589245,0.007084560555205788,0.33008089245947636,0.011798721255189715,0.2372713084618589,-2.254008522717399e-06,0.5000609009586551,0.00018544992852698172,0.4951121998133825,0.08503935406672086,4.086225407650947e-06,0.08030023545001302,1.0909129031748153e-05,-2.183286196000278e-06,0.5000589914482141,31.79766035079956
CPI_sqrt,0.6,0.6030120944887177,0.2626729354330124,8.253974598712705e-26,0.012376056199545238,0.2234564089245682,0.0070822329318713795,0.33012920551685343,0.011798145120576864,0.23728132210944208,-3.351160635656214e-07,0.5000090575976208,0.0001166869160365569,0.4969218321734494,0.08504152631585493,4.084106888594224e-06,0.08028609709950257,1.0933734912734116e-05,-2.878457746047225e-07,0.5000077800399999,31.319602727890015
CPI_sqrt,0.9,0.6030118542018884,0.26267380646646615,8.248626816483743e-26,0.012369880805877698,0.22356148467390308,0.007081637022938347,0.33014140352287813,0.011798015826212038,0.23728351872608788,-2.7284433878893566e-08,0.500000737490717,9.792737142705343e-05,0.497416382440593,0.0850436071409984,4.082551076979802e-06,0.08028103579727736,1.0941764422749647e-05,-7.429448611873113e-09,0.5000002008166555,30.97848153114319
CPI_n,0.0,0.6030262922029401,0.2626496105453632,5.159247603565826e-136,0.01240813630801213,1.6153100346277822e-13,0.007091197165896901,2.140055971295836e-06,0.011798890604020784,4.639255898934469e-10,1.9137733156926462e-05,0.46472548328348795,0.0003856119996763496,0.29472165379049287,0.08511608139082749,3.425533984080337e-80,0.0803644293211484,1.0889416497209233e-76,-2.8892886421605368e-05,0.5436470138895589,37.12522602081299
CPI_n,0.3,0.6030141979751535,0.26267073769703625,4.559237835395747e-136,0.012391283403583253,1.6502740547421808e-13,0.007084560555205788,2.135435307022525e-06,0.011798721255189715,4.639363972551193e-10,-2.254008522717399e-06,0.5046466097942267,0.00018544992852698172,0.37121268644794203,0.08503935406672086,3.339892474980972e-80,0.08030023545001302,1.2321567878693238e-76,-2.183286196000278e-06,0.5045085960170106,31.63466477394104
CPI_n,0.6,0.6030120944887177,0.2626729354330124,4.4831942530383205e-136,0.012376056199545238,1.6838013655993608e-13,0.0070822329318713795,2.1385100147389995e-06,0.011798145120576864,4.6427227893035555e-10,-3.351160635656214e-07,0.5007094458993187,0.0001166869160365569,0.41616648395121136,0.08504152631585493,3.3125643909840558e-80,0.08028609709950257,1.2018739966572939e-76,-2.878457746047225e-07,0.500609835287956,31.168627977371216
CPI_n,0.9,0.6030118542018884,0.26267380646646615,4.457191865393096e-136,0.012369880805877698,1.697361137071069e-13,0.007081637022938347,2.138765660221955e-06,0.011798015826212038,4.6431267233079585e-10,-2.7284433878893566e-08,0.5000580109487177,9.792737142705343e-05,0.42925629741451604,0.0850436071409984,3.3145775123243046e-80,0.08028103579727736,1.1844203194354628e-76,-7.429448611873113e-09,0.5000158005579859,31.083983182907104
CPI_bt,0.0,0.6030262922029401,0.2626496105453632,0.0,0.01240813630801213,0.0,0.007091197165896901,2.539117526609287e-307,0.011798890604020784,0.0,1.9137733156926462e-05,0.45936551289593935,0.0003856119996763496,0.020042327334918047,0.08511608139082749,0.0,0.0803644293211484,0.0,-2.8892886421605368e-05,0.561209920360056,97.10595846176147
CPI_bt,0.3,0.6030141979751535,0.26267073769703625,0.0,0.012391283403583253,0.0,0.007084560555205788,1.5548463455314282e-306,0.011798721255189715,0.0,-2.254008522717399e-06,0.5047940680157162,0.00018544992852698172,0.1615841295390122,0.08503935406672086,0.0,0.08030023545001302,0.0,-2.183286196000278e-06,0.504643655127943,92.23253226280212
CPI_bt,0.6,0.6030120944887177,0.2626729354330124,0.0,0.012376056199545238,0.0,0.0070822329318713795,2.0457970788896602e-306,0.011798145120576864,0.0,-3.351160635656214e-07,0.500712777832204,0.0001166869160365569,0.26707653347115434,0.08504152631585493,0.0,0.08028609709950257,0.0,-2.878457746047225e-07,0.5006122359934269,91.03717875480652
CPI_bt,0.9,0.6030118542018884,0.26267380646646615,0.0,0.012369880805877698,0.0,0.007081637022938347,1.8246885739858365e-306,0.011798015826212038,0.0,-2.7284433878893566e-08,0.5000580328790661,9.792737142705343e-05,0.30092890749734913,0.0850436071409984,0.0,0.08028103579727736,0.0,-7.429448611873113e-09,0.500015802134512,91.85709476470947
CPI_sqd,0.0,0.6030262922029401,0.2626496105453632,0.0,0.01240813630801213,0.0,0.007091197165896901,0.0,0.011798890604020784,0.0,1.9137733156926462e-05,0.0,0.0003856119996763496,0.0,0.08511608139082749,0.0,0.0803644293211484,0.0,-2.8892886421605368e-05,1.0,96.37856578826904
CPI_sqd,0.3,0.6030141979751535,0.26267073769703625,0.0,0.012391283403583253,0.0,0.007084560555205788,0.0,0.011798721255189715,0.0,-2.254008522717399e-06,1.0,0.00018544992852698172,0.0,0.08503935406672086,0.0,0.08030023545001302,0.0,-2.183286196000278e-06,1.0,91.47120237350464
CPI_sqd,0.6,0.6030120944887177,0.2626729354330124,0.0,0.012376056199545238,0.0,0.0070822329318713795,0.0,0.011798145120576864,0.0,-3.351160635656214e-07,1.0,0.0001166869160365569,0.0,0.08504152631585493,0.0,0.08028609709950257,0.0,-2.878457746047225e-07,1.0,90.99657249450684
CPI_sqd,0.9,0.6030118542018884,0.26267380646646615,0.0,0.012369880805877698,0.0,0.007081637022938347,0.0,0.011798015826212038,0.0,-2.7284433878893566e-08,0.8161342176524728,9.792737142705343e-05,0.0,0.0850436071409984,0.0,0.08028103579727736,0.0,-7.429448611873113e-09,0.5968746052963246,91.35335326194763
S-CPI,0.0,0.6030262922029401,0.27128532573472114,1.3536201816041427e-136,0.011268634591773711,3.9475333988125116e-08,0.008730374702983918,9.322076926609771e-06,0.013962872600523847,1.0144633003432635e-08,3.642177189925019e-05,0.15877563202948142,0.0006221510876742114,0.25488548908499353,0.08386793896277954,1.1361689412389595e-51,0.07909276425333385,3.548332197394278e-46,-1.6707253297195994e-05,0.5644856510530586,36.97610378265381
S-CPI,0.3,0.6030141979751535,0.27131591774910263,1.036355423449991e-136,0.011270783607452857,3.784594629956259e-08,0.008732242387251465,9.088898353206417e-06,0.013974672212844107,9.91623807043548e-09,6.946806782340528e-07,0.46565217769363415,0.00029276437584183334,0.33214697722812,0.08375916077221345,1.515274644816108e-51,0.07898999982110885,4.576001120786336e-46,5.216662151747381e-07,0.47265754715307245,31.399396657943726
S-CPI,0.6,0.6030120944887177,0.2713140820817046,1.0057784368733952e-136,0.01125394783241867,3.864723123175067e-08,0.008725533736624425,9.141860797809659e-06,0.013972948632239605,9.931569499149773e-09,1.2041842109314613e-07,0.45978944977236075,0.00024914721729849747,0.3530198601332853,0.08375917716457969,1.533519966306616e-51,0.07897730243304434,4.639878039008271e-46,8.203148140559981e-08,0.4672896398047944,31.207395792007446
S-CPI,0.9,0.6030118542018884,0.2713132665929399,9.959780054004772e-137,0.011246560653308434,3.904236726929269e-08,0.008722758290346976,9.168041889331045e-06,0.013972066516504804,9.941308691933894e-09,9.09074815425015e-09,0.46227385453231973,0.0002450934797871739,0.3551474329080461,0.08376047895845179,1.5365731102349725e-51,0.07897375492748866,4.643875937405629e-46,1.7373613658833165e-09,0.4726480827189631,31.05161428451538
S-CPI_sqrt,0.0,0.6030262922029401,0.27128532573472114,2.1582516734640747e-26,0.011268634591773711,0.2519244220815019,0.008730374702983918,0.30163631534570906,0.013962872600523847,0.20910974141717065,3.642177189925019e-05,0.49901795044556146,0.0006221510876742114,0.48419821276732616,0.08386793896277954,1.8375598031377172e-05,0.07909276425333385,4.9724192945789364e-05,-1.6707253297195994e-05,0.5004484676322684,37.101744174957275
