method,corr,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,0.029675757199458266,1.587555298110388e-05,-0.009573682857950967,0.9085453439897047,0.00427645829774356,0.2790295364528397,0.009459660854577735,0.09594625057832429,-0.002836749177352311,0.6528593917533937,0.03205694872252506,8.463089135268831e-06,0.08990648732879145,0.0,0.08584489830346638,0.0,0.008007947062418808,0.13346839840557911,125.86251020431519
LOCO-W,0.3,0.03819390237245171,6.015012976590128e-08,0.0122878038121542,0.04406268485050724,-0.0003480711244401239,0.5192803672054456,0.005019947831631323,0.23819230674239567,-0.009785260124880209,0.9147925461060084,0.041908509775897045,1.0784864779012082e-08,0.0771703159898415,0.0,0.08187824044623922,0.0,-0.003843466291656231,0.7083690143252694,125.58207678794861
LOCO-W,0.6,0.04058625257879255,5.160668448134231e-09,0.00954529094907738,0.09265991766429771,0.0007390246185116511,0.45875106336320026,0.013582704632325679,0.029649376671926686,0.004820484120041041,0.2459725932518113,0.0372744486683091,1.8992249650739979e-07,0.09892199016635397,0.0,0.07812423227514129,0.0,0.0012448481791006946,0.43124773724234045,134.13280320167542
LOCO-W,0.9,0.023111918481113845,0.0005986604802310502,0.003227634504945411,0.32819829216480667,0.002579764867376298,0.35700501182400224,-0.01455079232964096,0.9795095205382223,-0.0030664717438962865,0.6681180577889383,0.040772240536051385,4.5834464112992634e-08,0.07563317662753999,0.0,0.0852450182732344,0.0,-0.011398918123140044,0.9445109388527531,133.53834342956543
CPI,0.0,0.14389496297595308,1.8857653070147547e-130,0.012685866793793799,2.1124830068211246e-16,0.007189520622380929,4.6328781288510255e-11,0.004871975773034609,1.1061193205564082e-06,0.002889070785158071,6.857734587417232e-06,0.11402793062501099,5.31442416566845e-145,0.16468538938461227,1.2737980886611194e-218,0.16721021829277052,4.186712788641073e-221,0.00019267437712494617,0.026520493735390487,49.016947507858276
CPI,0.3,0.13770010103170627,1.4154052015488525e-124,0.010546584064114795,9.812411094611478e-14,0.007469639391836119,8.235079588184361e-13,0.005501332636554335,1.5271250846940143e-09,5.781415748806751e-06,0.49030356437609296,0.12481018592468113,2.838999821878387e-159,0.16175785305820317,5.250913084220138e-213,0.1715599299080794,4.701712752802617e-218,8.892012314373754e-05,0.10369787965492538,39.59864020347595
CPI,0.6,0.1347917620665184,2.32361292876706e-122,0.009239676608702063,1.9963539886184067e-12,0.006265268373299854,2.0807446081149427e-10,0.005874359006351304,1.1065638978587946e-10,-8.777929408954055e-06,0.554956198048893,0.1173212086067898,1.6352227785941846e-145,0.17053495319139203,1.6199630166096328e-222,0.17450855086386055,2.9185828664247066e-218,-6.7101728795093685e-06,0.6334932800375478,40.28617572784424
CPI,0.9,0.13153935586770427,2.1328141681753317e-123,0.009408711452278479,6.642381457101723e-12,0.007932080140149317,1.084835971591155e-14,0.004162865732826482,2.702277598706981e-07,-6.513464879942532e-05,0.9527380819829994,0.11581440090376066,9.16522785204378e-146,0.16605333265966316,9.128549259201007e-221,0.1737440677604316,7.629182458093885e-219,-2.5352062598238412e-05,0.8377670974464171,42.24402570724487
CPI_sqrt,0.0,0.14389496297595308,1.1179201269568884e-12,0.012685866793793799,0.21583475014036818,0.007189520622380929,0.3233183373677443,0.004871975773034609,0.3774206609059272,0.002889070785158071,0.4248089751908879,0.11402793062501099,1.0255401322236045e-09,0.16468538938461227,4.407253903540969e-17,0.16721021829277052,1.7871990976971438e-17,0.00019267437712494617,0.49476134880034905,46.47846841812134
CPI_sqrt,0.3,0.13770010103170627,7.069555232881687e-12,0.010546584064114795,0.25499501155552345,0.007469639391836119,0.3163661494268456,0.005501332636554335,0.36132951279145464,5.781415748806751e-06,0.49984427106945456,0.12481018592468113,4.173770463542156e-11,0.16175785305820317,1.394105910780661e-16,0.1715599299080794,5.192679245956471e-18,8.892012314373754e-05,0.4975774845160835,39.66141748428345
