method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,imp_V9,pval9,imp_V10,pval10,imp_V11,pval11,tr_time
LOCO-W,0.0,0.3321197298231836,0.011946693698496309,0.3089362323711431,0.04089451669506969,0.04963636062881971,-0.010496994467763476,0.671860125045949,-0.031837485744783324,0.90533038545507,0.009059395065659,0.34978384475519386,0.01495987324649727,0.27478658170243153,0.009243513524680289,0.355495920693256,0.025709631051737142,0.14114185678443114,-0.02436415361698206,0.8356831172542967,0.053517774599786766,0.011656952950274468,0.08556377657309416,0.00017596276898901309,0.006206413492830067,0.40029465035178236,0.5560770034790039
LOCO-W,0.3,0.3320812293389054,-0.06095285952679887,0.9937741415157896,0.03634419318693836,0.0715703304002906,0.02240046032289211,0.16561870215973107,-0.035761623371751754,0.9322667302106262,0.004108485207159449,0.4335989116581279,0.0093227150089468,0.3413867161155889,-0.022971284896257924,0.8282361756137153,0.0017957347263525064,0.47038717126010865,0.012769694616319811,0.30236081911102664,-0.003480034956876631,0.5558547211342874,0.09915423419791175,1.1059024313864185e-05,0.024269049975669726,0.15722145639601148,0.6123254299163818
LOCO-W,0.6,0.3319890306036962,0.03281070734965262,0.08663315624392398,0.058361403389478754,0.007240362828554225,-0.01523542558900463,0.7370078669977176,-0.015688276155737525,0.7448376059136066,-0.021135581244668848,0.8126331755839196,0.0008677227100548417,0.48564821762646704,-0.042364529137457,0.9611648730733346,0.02285527910175309,0.1724755723350987,0.020344175597498886,0.19714689789311457,0.02596011629294133,0.1414899759757282,0.11979253184818103,1.068459538622335e-07,0.002935178691992667,0.4514721813362397,0.9250068664550781
LOCO-W,0.9,0.33131740536391163,0.024825211746976942,0.15257548334915683,0.013998147290657662,0.28470589045723493,-0.02797068408386319,0.8738240123414631,0.040215344418824815,0.04614677114520338,-0.017474723133172516,0.7682002058747783,-0.0033527246870257437,0.5567891213919018,-0.02216181910190505,0.8208013409659596,-0.003130793803134976,0.5512914697419695,0.007342531609428458,0.3782544289695904,-0.02056511921891755,0.8020436158058217,0.07203740904477897,0.0011082018561531237,-0.00398695392703997,0.5647234384575444,1.0257916450500488
CPI,0.0,0.3321197298231836,0.0,1.0,0.027045676936971103,2.6163968361169266e-05,0.00012001788074367248,0.034115366676315824,-7.673656558515596e-07,0.5842925446572039,0.006217348344389889,0.004222141305182434,-0.0021856688414096936,0.8907382362323244,-0.0010473447920844592,0.6452512794044352,0.0,1.0,7.52640465138954e-05,0.48595475839859087,0.012115187821400392,0.049752306864664315,0.09180985287680621,6.860414399162888e-13,0.0015506098985568206,0.03647721195439889,14.672322511672974
CPI,0.3,0.3320812293389054,0.0,1.0,0.026902016825221114,2.7227116034149325e-05,0.00014266504354057408,0.032845738721025884,-4.456084836262919e-06,0.5189356682968093,0.006255102363984938,0.0042023906061281644,0.0006103038574478414,0.3590266530329614,-0.0006513852011150456,0.9449163406597968,0.0,1.0,6.928225931163157e-05,0.4870570147702625,0.01221535092292389,0.0485703124477362,0.09054437757683922,1.1230495512591869e-12,0.0015208003553349725,0.03744493235879152,3.3789215087890625
CPI,0.6,0.3319890306036962,0.0,1.0,0.026713941292466598,2.8706808864154647e-05,0.0001716858572118063,0.03119620193368328,4.810969651558583e-05,0.40738746372564827,0.006303536003331639,0.004179115565706587,0.001693769141568019,0.10182164984784375,0.00046889522588808297,0.04681433851871507,0.0,1.0,5.8187069135462455e-05,0.4891130091980963,0.012305294735134364,0.04757632238042416,0.0875166508051996,2.7367318712681873e-12,0.0014035158884051768,0.04272947340380315,3.4466583728790283
CPI,0.9,0.33131740536391163,0.0,1.0,0.02650345119630565,3.0747592349564346e-05,0.00021211885455135748,0.028501835064832573,0.00020040644476748692,0.25943576763845927,0.006349353684927395,0.004198855066155205,0.0011812744016744259,0.0567924063615299,0.0005669441625928417,0.040747245055648536,0.0,1.0,9.119616122571506e-06,0.49828710113003255,0.012469788470388793,0.045251212042948664,0.07347570230113273,1.0682690148596099e-10,0.0008780015487653281,0.04531764223178252,3.467289447784424
CPI_sqrt,0.0,0.3321197298231836,0.0,0.5,0.027045676936971103,0.2629343831962161,0.00012001788074367248,0.49867060694467746,-7.673656558515596e-07,0.5000085145449972,0.006217348344389889,0.43554078091787424,-0.0021856688414096936,0.5230993214999786,-0.0010473447920844592,0.5107780253353317,0.0,0.5,7.52640465138954e-05,0.4992116694483976,0.012115187821400392,0.38983035370073393,0.09180985287680621,0.03023959616115189,0.0015506098985568206,0.48320214043880744,10.677531719207764
CPI_sqrt,0.3,0.3320812293389054,0.0,0.5,0.026902016825221114,0.2639373944319049,0.00014266504354057408,0.49842026699102165,-4.456084836262919e-06,0.500049320089891,0.006255102363984938,0.43517445082492495,0.0006103038574478414,0.4935319126146135,-0.0006513852011150456,0.5071469223461492,0.0,0.5,6.928225931163157e-05,0.4992742809494429,0.01221535092292389,0.38896548382229107,0.09054437757683922,0.03190925765510532,0.0015208003553349725,0.4835199978369426,3.380452871322632
