method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,imp_V9,pval9,imp_V10,pval10,tr_time
LOCO-W,0.0,0.48174594448396535,-1.8028335601081007,0.5112108892645898,89.26274821299438,0.0604455738964661,40.65809673016502,0.24876506183556857,107.02887711128275,0.037793537643483255,39.09872833910291,0.2762151734853069,-61.57277515669555,0.8481498936642036,34.95273019440174,0.27951808406749357,-60.75338028853566,0.8469283195659827,181.7279471359721,0.002255547488166698,-93.90830117362202,0.9448184134367333,-22.411021440032425,0.638630979993738,13.679360389709473
LOCO-W,0.3,0.4841492201671005,31.210746007637145,0.29488570895971855,-165.73795940741124,0.9945734977500352,52.56824902931068,0.1951343842175527,168.9008317689465,0.0015964265486090312,-4.870100691595396,0.5346417474637004,-112.8056377077535,0.970419725586233,-73.35151392408568,0.8872708512869096,39.33305301970119,0.26538069522413354,-58.374329668578696,0.835647697493678,47.07735789811081,0.21491115506259062,-3.5373881567632584,0.523065478182057,13.902960538864136
LOCO-W,0.6,0.48678852412424245,57.58116118837168,0.16870608691266153,-4.607722275904443,0.5310289422960759,188.7568528304081,0.0013046493823588579,-20.77982050565557,0.6363571970097905,-25.427158746858744,0.6713846486308583,-71.85765172391399,0.870408517279184,-14.04035235640532,0.5952261131720566,31.79699193631723,0.293230811747354,62.08686529609242,0.15527459426410917,20.80315497234706,0.36808454303002114,-126.32540460024626,0.9813968699881559,13.824069499969482
LOCO-W,0.9,0.49041096186620414,3.0367568426737273,0.47974364369529354,-101.42236665083503,0.960685205688658,87.82952863600146,0.07915582982534708,63.91888137679343,0.13835469889521657,102.18815815819407,0.03668830857003258,-32.86642343031532,0.702432304177553,23.414024981070117,0.3405751219283263,-33.158432531453435,0.7152489423015187,41.852249913414575,0.2432944366504629,-23.736814095401233,0.6538354737774532,-80.95530849530806,0.9128820663868897,13.706894159317017
CPI,0.0,0.48174594448396535,24.591081860902023,0.20949515464338309,18.526019078947,0.08931914277780412,710.8311614661657,0.0003105805720164561,159.86555958646613,0.07213113211441584,-86.0205562030078,0.9928436446421506,28.647009492481175,0.1252283269884612,4.135988909774369,0.4718842526551945,-12.269490507518867,0.7418469867284648,406.21753251879727,0.0004262875772983564,-47.299029605263286,0.8020126592050427,-18.90137622180464,0.6953338098114472,14.086279392242432
CPI,0.3,0.4841492201671005,21.803284304510953,0.22750718867966696,20.604918703007797,0.06349230046780116,712.4927343984957,0.00026279575403991744,169.5684261278193,0.0562600749694382,-83.9373638157897,0.9914224930328741,28.031207612782055,0.13703958690366397,2.1984811090223957,0.4849332848914886,-13.203399342105286,0.7656796898620812,404.4839256578948,0.00040681087437799613,-49.5504015037593,0.808633591408805,-14.994843515037473,0.6573398706594342,3.2766928672790527
CPI,0.6,0.48678852412424245,26.974952349624118,0.1839018566910538,22.35637161654131,0.05239478236542785,721.8602475563907,0.00023750886321562275,163.43415958646574,0.06198514311000965,-78.08386983082664,0.9871397066049407,24.80051325187992,0.1521417896411258,-0.9047853383456186,0.5062421352474583,-10.5831145676691,0.7270875837927784,419.33942161654136,0.0002821738492950654,-51.71827603383463,0.8185347597404599,-21.702791447368554,0.7263949041647662,3.1555192470550537
CPI,0.9,0.49041096186620414,45.42247603383453,0.06959421097180099,24.94005986842103,0.021176583311692407,718.6890749060153,0.00020272771134099694,165.12353355263167,0.056449878006420436,-76.5639790413536,0.9914841583158871,38.33716156015021,0.07589648806012632,-3.5600069548875126,0.5265453073744508,-8.226912500000026,0.6624240781028303,422.84128364661615,0.0002878162623354913,-61.76410949248111,0.8665917356056565,-13.322036842105263,0.6680264897560473,3.2364659309387207
CPI_sqrt,0.0,0.48174594448396535,24.591081860902023,0.25453998642560544,18.526019078947,0.18412896712896853,710.8311614661657,0.0004607269619734787,159.86555958646613,0.08463810872755667,-86.0205562030078,0.979877476840505,28.647009492481175,0.18340348169429904,4.135988909774369,0.47480793005697064,-12.269490507518867,0.68333516747917,406.21753251879727,0.0007932136435080603,-47.299029605263286,0.7752710655224185,-18.90137622180464,0.6669505899195666,9.923556566238403
CPI_sqrt,0.3,0.4841492201671005,21.803284304510953,0.27237796970849526,20.604918703007797,0.15525822888176255,712.4927343984957,0.0003953318105839879,169.5684261278193,0.06787514154226923,-83.9373638157897,0.9770817205717923,28.031207612782055,0.19380681849818082,2.1984811090223957,0.4865122124644926,-13.203399342105286,0.7010391454712441,404.4839256578948,0.0007640107290093817,-49.5504015037593,0.7820990534434054,-14.994843515037473,0.6338945510052609,3.311768054962158
CPI_sqrt,0.6,0.48678852412424245,26.974952349624118,0.2315822446546808,22.35637161654131,0.13888727830377,721.8602475563907,0.00035869752258720924,163.43415958646574,0.07414766580470872,-78.08386983082664,0.9690441042294696,24.80051325187992,0.21153368133735212,-0.9047853383456186,0.5055839726751593,-10.5831145676691,0.6681677226891083,419.33942161654136,0.0005469542688354787,-51.71827603383463,0.7917154913599601,-21.702791447368554,0.6936566885216686,3.210632085800171
CPI_sqrt,0.9,0.49041096186620414,45.42247603383453,0.11309054369652638,24.94005986842103,0.09583439126588467,718.6890749060153,0.00031110624108256424,165.12353355263167,0.06838514647790235,-76.5639790413536,0.9754658350981199,38.33716156015021,0.1266890097861127,-3.5600069548875126,0.5235474306747943,-8.226912500000026,0.6221291988838136,422.84128364661615,0.0005534919250051584,-61.76410949248111,0.8387187134427465,-13.322036842105263,0.6388760990292476,3.12469482421875
CPI_n,0.0,0.48174594448396535,24.591081860902023,0.2139542756335454,18.526019078947,0.09859036653212083,710.8311614661657,0.00032185875604751296,159.86555958646613,0.07321439438442007,-86.0205562030078,0.9919970638940444,28.647009492481175,0.1307987459395144,4.135988909774369,0.4721643488532883,-12.269490507518867,0.7354475238661089,406.21753251879727,0.0004516515542167532,-47.299029605263286,0.7995243688574185,-18.90137622180464,0.6925141204821962,9.855151414871216
CPI_n,0.3,0.4841492201671005,21.803284304510953,0.23200721190662543,20.604918703007797,0.07185694572296132,712.4927343984957,0.000272688323424149,169.5684261278193,0.05725556369128825,-83.9373638157897,0.9904617179933058,28.031207612782055,0.14252043755594207,2.1984811090223957,0.48508468228120255,-13.203399342105286,0.7586363436913752,404.4839256578948,0.00043140208049440633,-49.5504015037593,0.8061725294506523,-14.994843515037473,0.654995856511422,3.2891037464141846
CPI_n,0.6,0.48678852412424245,26.974952349624118,0.18857267767577185,22.35637161654131,0.05992922646029964,721.8602475563907,0.00024653529311189086,163.43415958646574,0.06303186401280247,-78.08386983082664,0.9858598525261253,24.80051325187992,0.15799261331266956,-0.9047853383456186,0.5061789843563861,-10.5831145676691,0.7204967730358367,419.33942161654136,0.0003001071744778354,-51.71827603383463,0.8160552290316977,-21.702791447368554,0.7231542541616074,3.198044538497925
CPI_n,0.9,0.49041096186620414,45.42247603383453,0.07340357773467468,24.94005986842103,0.026381421414358196,718.6890749060153,0.00021074293599513997,165.12353355263167,0.0574727415466985,-76.5639790413536,0.9904320023629771,38.33716156015021,0.08042117258703574,-3.5600069548875126,0.526255485173792,-8.226912500000026,0.6579369423265512,422.84128364661615,0.0003058699708493856,-61.76410949248111,0.8640611547446243,-13.322036842105263,0.6650386911990409,3.258007287979126
CPI_bt,0.0,0.48174594448396535,24.591081860902023,0.4863572652325076,18.526019078947,0.4563199570312569,710.8311614661657,0.49454823392935526,159.86555958646613,0.49453173295834574,-86.0205562030078,0.5266830501047786,28.647009492481175,0.4847288797565648,4.135988909774369,0.4994814029263905,-12.269490507518867,0.5116932830578544,406.21753251879727,0.4883911497234864,-47.299029605263286,0.5050058689661993,-18.90137622180464,0.504944364322094,9.956663608551025
CPI_bt,0.3,0.4841492201671005,21.803284304510953,0.4907126816212055,20.604918703007797,0.46231298044443137,712.4927343984957,0.49147494936001174,169.5684261278193,0.4930971994431898,-83.9373638157897,0.5296326164456234,28.031207612782055,0.4812364214050953,2.1984811090223957,0.4997404295845474,-13.203399342105286,0.5191732736069911,404.4839256578948,0.488723721613947,-49.5504015037593,0.504665831915017,-14.994843515037473,0.5045804497060926,3.3943541049957275
