method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,imp_V9,pval9,imp_V10,pval10,imp_V11,pval11,tr_time
LOCO-W,0.0,0.4197636712093228,0.0242812618650502,0.010255958488619044,-0.020260481549899005,0.978318018607031,-0.00946752698368637,0.8353020209256148,0.010776897821953544,0.1395152293400468,0.025868599106505314,0.0040466496998695645,0.021128940666625178,0.022766794585017847,-0.0005860716772912621,0.5216922981840107,-0.010523974152352213,0.8259057819593935,-0.003985786850547571,0.6534912254481073,-0.0012803244700796206,0.5481677597832006,-0.011063056824654851,0.8726539876958523,-0.009604089119442353,0.8379660030682153,13.5364990234375
LOCO-W,0.3,0.4268721264095824,-0.026068759308971696,0.994093422349449,-7.646300253045563e-05,0.503004242575402,0.028718001526919164,0.004283288601246271,-0.009091235233746721,0.8217734008198234,0.003841413622153986,0.36418617755719407,0.015856207540474055,0.04863549818546231,0.009970153389447243,0.1672272065116579,0.009395385175053764,0.17453136603586006,-0.004329328419522749,0.6508212219975504,0.013475753510178181,0.10474818854457935,0.018483163561891107,0.031627160887437666,0.0025588352620628196,0.4062528908248031,13.255062341690063
LOCO-W,0.6,0.40977738979127953,0.007183431765732153,0.24272208697413167,0.0043909622998122,0.33660731280107425,-0.009077120323417074,0.8146635636413948,0.001661203593167201,0.4329154682959012,0.003319173661755812,0.3702970062217491,-0.00029558199686018766,0.5114028114859793,-0.01812509543309682,0.9619758234404072,0.00139390678427224,0.4477234973250893,0.0005301783055378177,0.4798349779584167,0.02064954659269773,0.03128924921165954,0.0012744961013944056,0.4488301494223079,0.007196148345680283,0.247518178888816,13.353801727294922
LOCO-W,0.9,0.4189874645045394,0.007583414046807801,0.222500951,0.008635539059889405,0.19561925099939637,0.01511139992436017,0.06030452610181092,0.011051194084727581,0.13837097131764642,0.012113643442162142,0.12873780630220089,-0.020089277585487994,0.9774404216756063,0.02287560517544565,0.010698494519210677,0.0009800128068640725,0.4615859753152498,0.0015987445283028674,0.4376273293209344,0.0086791176773138,0.19520728578031954,0.015066178330465856,0.07531138698137219,0.021788613075508743,0.02534712739460865,13.221978187561035
CPI,0.0,0.4197636712093228,-0.0017635767957528137,0.6692285508053365,0.013792634045715346,0.0411316893935676,0.005849464699744067,0.02567565618307816,0.017256936958287034,0.0023177081549025807,0.008457977275713874,0.006000391102953167,0.0017728415545146536,0.3392365933566393,0.018303896513510998,0.001795768970303689,0.0038750140641699016,0.12970023608413117,0.001151795120943544,0.3888725901255917,0.05231891686714163,1.8584213555613916e-09,0.06976201092794385,3.991368783256597e-09,0.005431543938136718,0.11926157290703854,15.502060651779175
CPI,0.3,0.4268721264095824,-0.0009325233018273038,0.5886575677297361,0.021555936497616474,0.0013641451100605603,0.004578750333449483,0.047386317761056944,0.015044287791519173,0.0060555330035565675,0.0072480205508578255,0.034063111447468826,0.002215982002855249,0.20196281646417263,0.01205332947544635,0.010234775365542964,0.0037245564489063743,0.18928376334106262,0.0012995617628206446,0.3611272343782519,0.052057183520552996,7.262216119377226e-09,0.0682304050905741,5.227989046854359e-08,0.0007022365173092182,0.3705924787906816,4.489204168319702
CPI,0.6,0.40977738979127953,0.0006982573298761341,0.42603007759754996,0.01191806044445573,0.07246708430982408,0.006064919288551296,0.012867736481310494,0.02429099641294674,0.00023546219162445136,0.011653292396367698,0.0035132291374299256,-0.0005667291460570711,0.7430136708122157,0.005839663226809261,0.10496474672829192,0.008841264970124468,0.03589427731015214,-0.0007643838285620042,0.571672267698966,0.05454064816344156,5.859319695688778e-10,0.06778483749743475,2.685875428160405e-09,-0.003160964948518169,0.8302829867131103,4.255451202392578
CPI,0.9,0.4189874645045394,0.0015463344297342307,0.3588604943096781,0.01795156828766714,0.009316607435003735,0.002931593141886457,0.09957910163749112,0.030929591103867754,5.852846119975359e-05,0.009205894481900123,0.006667144984334707,0.00023695995501657463,0.2541072182303824,0.013398690039070543,0.003356322299297256,0.0025972576611657805,0.23073207536735857,0.004910791054294039,0.12298789416832084,0.052731929237454234,3.83130820480679e-09,0.08290759111700258,4.595448788777088e-09,0.0023648207151451828,0.05748369893564327,4.419152498245239
CPI_sqrt,0.0,0.4197636712093228,-0.0017635767957528137,0.5171696363924011,0.013792634045715346,0.3792820472841706,0.005849464699744067,0.4417780056759371,0.017256936958287034,0.344197901652644,0.008457977275713874,0.416888763111314,0.0017728415545146536,0.48284408201399365,0.018303896513510998,0.3359703610196619,0.0038750140641699016,0.4617672505535873,0.001151795120943544,0.4887987687332787,0.05231891686714163,0.12670604863866286,0.06976201092794385,0.07738727206845615,0.005431543938136718,0.4479901699508197,11.668291091918945
CPI_sqrt,0.3,0.4268721264095824,-0.0009325233018273038,0.5090514169585826,0.021555936497616474,0.31260735545995577,0.004578750333449483,0.4540635372909489,0.015044287791519173,0.3630131541278718,0.0072480205508578255,0.42968670579534357,0.002215982002855249,0.47768226486452603,0.01205332947544635,0.38741940374117906,0.0037245564489063743,0.4639543532976877,0.0012995617628206446,0.4872300696932456,0.052057183520552996,0.1295160359716005,0.0682304050905741,0.085178638060383,0.0007022365173092182,0.492828477958311,4.51993465423584
