method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,0.8058291985401681,-0.0025733224826403824,0.9647075444048258,-0.0017424951956991875,0.8905325121969303,-0.001377055065902496,0.8323646956888293,-0.00414551404780465,0.9977673381440498,-0.0009485559182510307,0.7484702402678162,0.0008819804966154705,0.26924520398616303,0.014617697162430872,0.0,0.011527872529714706,3.6204372833026355e-13,-0.000348372156068488,0.5951024193584309,479.2337701320648
LOCO-W,0.3,0.8078429630476243,-0.0033043730273307633,0.9896582473667095,-0.0016469317917756146,0.880696159598069,0.002866872722058127,0.023883552063499458,-0.0028021732100746636,0.974731805398567,-0.0005979599721397766,0.6632135695739274,0.0007790927136598238,0.2915502196473121,0.012145901770305695,2.220446049250313e-15,0.014838753501298405,0.0,-0.00042565026678967864,0.6159384159169908,461.92229986190796
LOCO-W,0.6,0.8077329695329362,-0.0016263146402421397,0.8728475159431184,0.0003370396836958976,0.40605282163410816,-0.0014131901781698627,0.8336530987302625,0.0010108645633519974,0.2402191387708117,0.002291313603973048,0.05519288313088311,0.003554089197227567,0.006360304437983633,0.013184307771269386,1.1102230246251565e-16,0.011207120024719696,2.4302782009044677e-13,-0.0001792719870071347,0.5494815541242778,464.77932024002075
LOCO-W,0.9,0.8072993213453791,-0.002794018083579886,0.9774835206001593,-0.0027279827381860933,0.9733370826104483,0.00016116245545156423,0.45591725542114336,0.003134979792948126,0.014752818163424108,-0.0006714165861046522,0.6815264647975772,0.005110180657071223,0.00018977529522623549,0.012473013253433179,3.3306690738754696e-16,0.01287959729077079,1.1102230246251565e-16,-0.001571162147511974,0.8628153959812359,464.8541970252991
CPI,0.0,0.8058291985401681,0.23765586428826996,6.251310484904414e-146,0.036572383710982426,7.787995697436068e-33,0.007951836420010322,1.0571624956758162e-08,0.007431559716766317,3.0588428323303865e-10,0.011185902371359191,1.688512668961957e-17,0.12396178390330215,6.601620056698396e-106,0.0961661314216313,2.242637407343101e-130,0.10042718321351235,4.4311500764071457e-162,-2.1592163417433197e-05,0.5226115758362845,84.90762114524841
CPI,0.3,0.8078429630476243,0.23551967407963884,4.729431832607916e-145,0.03448194731484577,3.9136059258854095e-31,0.008604494600004203,1.5821296576529053e-09,0.007571258252826729,8.226939189517335e-10,-3.918311867256996e-05,0.8408808099797556,0.1239616854079641,5.9472470927914325e-105,0.09767192055689178,7.10693275231118e-134,0.10277678417352024,2.688732822690272e-166,-2.3044407410355294e-05,0.7376988807375473,86.26579093933105
CPI,0.6,0.8077329695329362,0.23521810709787144,4.143726769790184e-145,0.03444535870339088,4.253909762730832e-31,0.008828595126010863,5.685865018683072e-10,0.007464926913686554,1.040949976042796e-09,-1.5541006696540016e-05,0.7524555186178243,0.17052330074778582,4.958332208951279e-134,0.09739362380846367,1.631625513756719e-132,0.10306329713009393,5.9337550924765e-166,-1.1558636486802554e-05,0.691017359789913,86.34946846961975
CPI,0.9,0.8072993213453791,0.23441749327651376,1.448938579103307e-144,0.0343688638996332,4.179926738363709e-31,0.008577377323136126,1.7291997477867988e-09,0.007311271176831474,2.874825141223324e-09,-6.1531155211014266e-06,0.7080869026603709,0.16333704918998718,6.73981634838591e-126,0.09742989096547969,4.521336083746226e-133,0.10290195449168629,1.0555522008193046e-165,3.2904933467414743e-06,0.3833220580292701,84.13064408302307
CPI_sqrt,0.0,0.8058291985401681,0.23765586428826996,8.103375736273476e-24,0.036572383710982426,0.018916033345050976,0.007951836420010322,0.3090621906895537,0.007431559716766317,0.31833581944284617,0.011185902371359191,0.24029152110114949,0.12396178390330215,4.305033960641699e-10,0.0961661314216313,9.98471497726734e-08,0.10042718321351235,1.8275679286920454e-08,-2.1592163417433197e-05,0.5005776346963264,80.70128178596497
CPI_sqrt,0.3,0.8078429630476243,0.23551967407963884,1.5880920856861875e-23,0.03448194731484577,0.024516348730177752,0.008604494600004203,0.29518522740685477,0.007571258252826729,0.3157660227759647,-3.918311867256996e-05,0.5010727946740804,0.1239616854079641,4.5265820429441414e-10,0.09767192055689178,6.504967931135897e-08,0.10277678417352024,9.329706052847195e-09,-2.3044407410355294e-05,0.500631065036641,81.70543694496155
