method,corr,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,imp_V9,pval9,imp_V10,pval10,tr_time
LOCO-W,0.0,-26.870493811356567,0.6762710827608808,-46.75964172460775,0.7692976478430293,196.14956046406104,0.0009390830340264555,-107.53503569132477,0.956160946474495,12.561471983422084,0.4157383030926525,129.41330116934995,0.01664955332736273,-1.536211898793922,0.510645760807783,40.17320458482264,0.23808765979027657,37.49075001880038,0.27265289858523867,82.00903507111734,0.09126778452075812,16.467477033992967,0.39325298855314983,12.8405921459198
LOCO-W,0.3,34.367140272528104,0.2673777153183877,19.47750213332051,0.3818011197696657,86.43255343621995,0.10370163818536848,-72.68291906018747,0.885196924647648,-55.835732421562795,0.8239728916825995,-21.620192742273794,0.641248770197878,47.6535053750833,0.20303652836374309,-59.150097465398495,0.8469239964402293,-22.715232044437148,0.6395997156186761,-89.74700750496571,0.9376314251098483,-108.87067524980118,0.9641745276998936,12.913021564483643
LOCO-W,0.6,75.17627514948306,0.11418827525747,46.3811315612187,0.21171590189566136,21.251065119154386,0.3578112985938062,-66.41230957573438,0.8810130672933751,51.01765532530153,0.19467852096804505,-45.33136442784707,0.7604244364637408,26.369839898834734,0.34974147980091086,22.149219438828844,0.3529397692141931,144.27671967445065,0.014107008437553081,112.08867157702127,0.03320334464892982,46.21906262972395,0.22191400164587805,12.878896951675415
LOCO-W,0.9,59.425385219119214,0.14939297751105318,176.56468835357563,0.0011310727012612265,76.7280271029294,0.09669483815988411,23.908139035488215,0.3522451868342298,49.51943242645925,0.19724331439600762,45.261069102822525,0.22119360959968404,34.754109933498036,0.2916559595996049,-68.50105178560666,0.8418504041471818,-15.202553323482014,0.5974246787901548,139.80156159494072,0.01339600489713344,-191.78189289980023,0.999122112448484,12.865448951721191
CPI,0.0,-15.655110714285911,0.6146438937107171,28.151086654135497,0.05999375437936333,234.83936973684217,0.10194975446199389,69.89273524436089,0.3105823188625485,-26.65606654135331,0.9223753375925975,-36.40247988721785,0.9360789959534138,-46.7306682330825,0.8642322006592341,-20.102435808270684,0.740220388465949,231.59535347744372,0.048515227123919945,10.310078759398493,0.4490935125008998,-37.018005357142556,0.9229014662215567,14.122637271881104
CPI,0.3,-11.892617293232888,0.5877929091345869,29.294653383458808,0.054012879003594076,242.88472828947374,0.09490924944055368,73.50605488721817,0.3014358814004533,-25.287128853383138,0.9188960545020306,-33.75927406015012,0.9319350457628759,-40.39529802631591,0.8270910718045676,-21.450290789473684,0.7447485802037039,236.1535759398496,0.044686712666251446,7.770773308270691,0.46133563612713596,-26.4702749999999,0.8502138383619859,2.9403321743011475
CPI,0.6,-16.35499445488722,0.6199318687517619,26.847804417293446,0.0757301380656198,237.2709156954893,0.10088208729104264,73.04168984962439,0.29940713516958917,-26.435703195488486,0.926525925404675,-40.976598872180375,0.9699034527336539,-44.434587687969724,0.8496846158868256,-22.730129135338075,0.7603221339556395,220.67766409774504,0.05552283488017961,11.974442669172959,0.4413433062655441,-28.493167951127816,0.8875302038363428,2.977682590484619
CPI,0.9,-12.37149774436125,0.5922142355111963,26.27267866541365,0.09280501727092993,238.14381776315736,0.09969371888872358,77.77800516917273,0.28138043738158613,-24.066601973684556,0.9019789057098134,-33.16230986842152,0.9504445572281882,-29.219575093984986,0.7561103141491147,-24.372870676691946,0.7864518237677093,227.66672960526307,0.04991407944809485,10.702220770676831,0.44904512085875775,-9.868155357142996,0.6540368624580437,2.99021315574646
CPI_sqrt,0.0,-15.655110714285911,0.6024362837478215,28.151086654135497,0.12701930721029125,234.83936973684217,0.10993483498482498,69.89273524436089,0.31837633161648654,-26.65606654135331,0.8536708979893063,-36.40247988721785,0.8838019744899897,-46.7306682330825,0.8295052692678592,-20.102435808270684,0.7026240398095746,231.59535347744372,0.056510560906283445,10.310078759398493,0.4529156373696223,-37.018005357142556,0.8722462532688067,9.757972002029419
CPI_sqrt,0.3,-11.892617293232888,0.5783317896647414,29.294653383458808,0.1187863289338505,242.88472828947374,0.1027254808973202,73.50605488721817,0.30954588190704585,-25.287128853383138,0.8473455344612059,-33.75927406015012,0.8759676643644988,-40.39529802631591,0.7931247399085817,-21.450290789473684,0.7080143620988513,236.1535759398496,0.05240233606965988,7.770773308270691,0.4642622019013357,-26.4702749999999,0.7952598838975569,2.9203338623046875
