method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,imp_V9,pval9,imp_V10,pval10,tr_time
LOCO-W,0.0,0.4215747140074825,295.82326925773174,0.17995408526967105,-334.17752129214796,0.838831675785233,199.90064821996506,0.2837165589968915,-27.144306049775896,0.530414824877761,485.09398323987995,0.09288680743215028,311.22561289281333,0.1780967697268424,103.16032812385919,0.3829761443822042,-31.59384794036796,0.536650925150691,-38.17216570557697,0.54410930257074,-139.24330755505497,0.6544138585531152,-462.09194405392935,0.9157201544761935,0.5214340686798096
LOCO-W,0.3,0.4215177604933571,55.81915750750292,0.43848223663402686,147.6073829934085,0.3287738881767909,-722.7982699174678,0.9820773886607873,37.94237132830126,0.456772199054176,-694.0771279594585,0.977637900902762,-289.22374494954767,0.816218925411313,110.15034099919478,0.37725349254660545,780.9888085421289,0.008520441985298777,-887.0221893677651,0.9977042219682444,-433.89869267315004,0.9031951230749686,104.13671373197214,0.3784051759480658,0.4953122138977051
LOCO-W,0.6,0.42145671319587164,-127.26145460348755,0.6474403055608934,-184.27879770173558,0.7088094277267933,-324.3692129887926,0.8408431501835899,-181.40453974899185,0.7033683373721306,-121.47648533267895,0.6389915433977869,-364.37521915995177,0.8528854744403751,-209.91555624588204,0.7343299452090993,-138.90156750156615,0.6578031435454827,-14.43323472261053,0.5160698350967612,634.5712707177971,0.03235351083402471,617.8774213939632,0.025184542545800048,0.5022850036621094
LOCO-W,0.9,0.42133306188268294,-483.11746488364156,0.9281705652005551,520.078647482647,0.056900785224358263,-26.318768672414752,0.5299054632025959,957.7189101183135,0.0032998281500531412,699.570611872657,0.01734264689529208,-334.73238900441277,0.8200399759611001,-191.20388080700343,0.7155721653917679,-326.5911940091203,0.824689281811239,-316.37966323149743,0.8151132433640755,689.6799244950934,0.018921286120516467,-116.3856390626589,0.6434384675369764,0.5180532932281494
CPI,0.0,0.4215747140074825,0.0,1.0,104.64706482993029,0.032350465153809564,769.3404654960561,8.658939924835315e-06,257.45142571095107,0.002282901408000172,0.0,1.0,0.0,1.0,150.4160137192382,0.012641572442204218,-7.211407950866942,0.9304722826980638,581.4211690572326,4.769987246257881e-05,0.0,1.0,-55.59333517107507,0.8990480261539482,12.356260776519775
CPI,0.3,0.4215177604933571,0.0,1.0,103.47151832836948,0.03288850666991675,769.4243027675739,8.926032680120324e-06,256.7122391267685,0.002307869758316542,0.0,1.0,0.0,1.0,149.99705177988972,0.012754641647835047,-7.190982338451249,0.9306826626454638,581.1218915185777,4.885091890443486e-05,0.0,1.0,-55.24111733167456,0.897478640466396,0.9876766204833984
CPI,0.6,0.42145671319587164,0.0,1.0,101.87648163561857,0.033631887559661205,770.5470971845964,9.083485088379205e-06,256.2813106270662,0.002299247598763538,0.0,1.0,0.0,1.0,149.50918908673316,0.012866703419272124,-7.166869093229252,0.9309449328617252,581.4153085119608,4.916338922322646e-05,0.0,1.0,-54.959741582901415,0.8971415057977417,0.9645736217498779
CPI,0.9,0.42133306188268294,0.0,1.0,97.28878324867651,0.03586965509251117,777.0205296894303,8.857137691683403e-06,256.8947294589291,0.0021460906105629893,0.0,1.0,0.0,1.0,148.15230620323769,0.01318706224544805,-7.109575321440616,0.9316217834314343,584.5003127250104,4.605500413679828e-05,0.0,1.0,-53.703064939960086,0.8923964083303928,0.9854199886322021
CPI_sqrt,0.0,0.4215747140074825,0.0,0.5,104.64706482993029,0.05022963831513719,769.3404654960561,1.7829173111335987e-05,257.45142571095107,0.004250015470242427,0.0,0.5,0.0,0.5,150.4160137192382,0.021458852441674125,-7.211407950866942,0.7271739985647934,581.4211690572326,9.745897307988747e-05,0.0,0.5,-55.59333517107507,0.8639407899213885,7.886276006698608
CPI_sqrt,0.3,0.4215177604933571,0.0,0.5,103.47151832836948,0.05105137863355017,769.4243027675739,1.8318486576062878e-05,256.7122391267685,0.004294471870357825,0.0,0.5,0.0,0.5,149.99705177988972,0.02163207860707796,-7.190982338451249,0.7269241656055404,581.1218915185777,9.954708557034081e-05,0.0,0.5,-55.24111733167456,0.8622946804823102,0.9964542388916016
CPI_sqrt,0.6,0.42145671319587164,0.0,0.5,101.87648163561857,0.052188182568387614,770.5470971845964,1.858865788809078e-05,256.2813106270662,0.004285515008423079,0.0,0.5,0.0,0.5,149.50918908673316,0.02180870815343415,-7.166869093229252,0.7266331916473805,581.4153085119608,0.00010007026781136592,0.0,0.5,-54.959741582901415,0.8618161759882697,0.9678952693939209
CPI_sqrt,0.9,0.42133306188268294,0.0,0.5,97.28878324867651,0.05561656372225169,777.0205296894303,1.807141326803817e-05,256.8947294589291,0.004047868536652086,0.0,0.5,0.0,0.5,148.15230620323769,0.022312054693422234,-7.109575321440616,0.7259560056642163,584.5003127250104,9.417949292732315e-05,0.0,0.5,-53.703064939960086,0.8567326832364857,1.0043387413024902
CPI_n,0.0,0.4215747140074825,0.0,0.5,104.64706482993029,0.03380690870737226,769.3404654960561,9.248908695734371e-06,257.45142571095107,0.0024224078517958224,0.0,0.5,0.0,0.5,150.4160137192382,0.013316044254014973,-7.211407950866942,0.9056264162168439,581.4211690572326,5.0946246984674605e-05,0.0,0.5,-55.59333517107507,0.8958879956839562,7.878252267837524
CPI_n,0.3,0.4215177604933571,0.0,0.5,103.47151832836948,0.03436962949268401,769.4243027675739,9.531269447817798e-06,256.7122391267685,0.002448812257177539,0.0,0.5,0.0,0.5,149.99705177988972,0.013434093955928945,-7.190982338451249,0.9057655134581732,581.1218915185777,5.216270261244023e-05,0.0,0.5,-55.24111733167456,0.8943073895102556,0.9830203056335449
CPI_n,0.6,0.42145671319587164,0.0,0.5,101.87648163561857,0.03514729187507398,770.5470971845964,9.69680422244798e-06,256.2813106270662,0.002440077420586954,0.0,0.5,0.0,0.5,149.50918908673316,0.013551435835294601,-7.166869093229252,0.9059431310924051,581.4153085119608,5.2490682985552656e-05,0.0,0.5,-54.959741582901415,0.8939560375544666,0.9592208862304688
CPI_n,0.9,0.42133306188268294,0.0,0.5,97.28878324867651,0.03748924890889916,777.0205296894303,9.452385070197903e-06,256.8947294589291,0.00228020097527954,0.0,0.5,0.0,0.5,148.15230620323769,0.013886789027467423,-7.109575321440616,0.9064167991342293,584.5003127250104,4.919277394872017e-05,0.0,0.5,-53.703064939960086,0.8891670282161309,0.9846680164337158
CPI_bt,0.0,0.4215747140074825,0.0,0.5,104.64706482993029,0.48417334833277326,769.3404654960561,0.4900433149401125,257.45142571095107,0.48656068314795237,0.0,0.5,0.0,0.5,150.4160137192382,0.48794697845947943,-7.211407950866942,0.625638688791381,581.4211690572326,0.4891307404210759,0.0,0.5,-55.59333517107507,0.510960580391918,7.955286026000977
CPI_bt,0.3,0.4215177604933571,0.0,0.5,103.47151832836948,0.48706804619649635,769.4243027675739,0.48965895703370804,256.7122391267685,0.49105904976036563,0.0,0.5,0.0,0.5,149.99705177988972,0.4878872215784633,-7.190982338451249,0.6201016526572862,581.1218915185777,0.4890116154197335,0.0,0.5,-55.24111733167456,0.5123814145035089,1.0850412845611572
CPI_bt,0.6,0.42145671319587164,0.0,0.5,101.87648163561857,0.4870525269368451,770.5470971845964,0.4909581133952879,256.2813106270662,0.48193176911860425,0.0,0.5,0.0,0.5,149.50918908673316,0.4848000631127411,-7.166869093229252,0.6148652837871234,581.4153085119608,0.49049671990299276,0.0,0.5,-54.959741582901415,0.5113512201694065,1.0528411865234375
CPI_bt,0.9,0.42133306188268294,0.0,0.5,97.28878324867651,0.4863335649099911,777.0205296894303,0.4909724563648206,256.8947294589291,0.49055764829215565,0.0,0.5,0.0,0.5,148.15230620323769,0.4872368175787737,-7.109575321440616,0.6104127651360617,584.5003127250104,0.4914060883203039,0.0,0.5,-53.703064939960086,0.5143942404184644,1.070237398147583
CPI_sqd,0.0,0.4215747140074825,0.0,0.5,104.64706482993029,0.48755031984038744,769.3404654960561,0.48980660344169374,257.45142571095107,0.48677767112622017,0.0,0.5,0.0,0.5,150.4160137192382,0.4845048978758772,-7.211407950866942,0.6219351649694813,581.4211690572326,0.4906454977952835,0.0,0.5,-55.59333517107507,0.5106621106456181,7.9506213665008545
CPI_sqd,0.3,0.4215177604933571,0.0,0.5,103.47151832836948,0.4886904580302472,769.4243027675739,0.49121087318483314,256.7122391267685,0.4886779714691591,0.0,0.5,0.0,0.5,149.99705177988972,0.48539452668138766,-7.190982338451249,0.6218204379731149,581.1218915185777,0.4889592174910769,0.0,0.5,-55.24111733167456,0.5131412369695538,1.058131217956543
CPI_sqd,0.6,0.42145671319587164,0.0,0.5,101.87648163561857,0.48820105254250373,770.5470971845964,0.4904411876292759,256.2813106270662,0.4867789126646144,0.0,0.5,0.0,0.5,149.50918908673316,0.4851846972217589,-7.166869093229252,0.6474878222218629,581.4153085119608,0.4897623537051209,0.0,0.5,-54.959741582901415,0.5109784487850857,1.0585072040557861
CPI_sqd,0.9,0.42133306188268294,0.0,0.5,97.28878324867651,0.4868236325859458,777.0205296894303,0.4904741164426911,256.8947294589291,0.4881611890273844,0.0,0.5,0.0,0.5,148.15230620323769,0.48438741537358226,-7.109575321440616,0.611061048626981,584.5003127250104,0.48964723120205905,0.0,0.5,-53.703064939960086,0.5110624793708207,1.0617997646331787
S-CPI,0.0,0.4215747140074825,0.0,0.5,91.29397510642403,0.09466352821818241,691.5272119397092,0.0010987905093041593,193.05200321954874,0.07792546945186196,0.0,0.5,0.0,0.5,123.44731197353667,0.04541066539082383,-8.759829782912592,0.9108156607189679,427.63583228010043,0.013115168888727966,0.0,0.5,-10.388751092243432,0.5645407455916266,7.869855642318726
S-CPI,0.3,0.4215177604933571,4.134066826240583e-13,0.05189531016505803,90.28163966672847,0.0955486142475282,691.8763309188671,0.0011143369442091205,192.29154536351996,0.0784264568577304,4.134066826240583e-13,0.05189531016505803,4.134066826240583e-13,0.05189531016505803,123.00057983101892,0.04581513210381929,-8.738199683430139,0.9110901698961733,427.49731952981165,0.013269420210550878,4.134066826240583e-13,0.05189531016505803,-10.38291411607712,0.564498932435678,1.0032453536987305
S-CPI,0.6,0.42145671319587164,0.0,0.5,88.91705496482783,0.09673605453196876,692.959328127403,0.0011247809944003432,191.58473325975095,0.07869544408577839,0.0,0.5,0.0,0.5,122.42094145482456,0.04632062527063518,-8.713824882753546,0.911449484498887,427.58706526788995,0.01333235423851829,0.0,0.5,-10.832721916881383,0.5675033957479981,0.9970459938049316
S-CPI,0.9,0.42133306188268294,-4.134066826240583e-13,0.9456775669082053,85.02122446283217,0.1001528161002887,698.0657539738609,0.0011193076947844036,190.68263382298275,0.07810392225632846,-4.134066826240583e-13,0.9456775669082053,-4.134066826240583e-13,0.9456775669082053,120.70277631432624,0.04785085321908723,-8.660448546183943,0.9124406886695288,428.8432536774495,0.013028802662740641,-4.134066826240583e-13,0.9456775669082053,-9.426523959800761,0.5589298847207376,1.001213788986206
S-CPI_sqrt,0.0,0.4215747140074825,0.0,0.5,91.29397510642403,0.11670223185854228,691.5272119397092,0.0014922503541660898,193.05200321954874,0.08864354058593554,0.0,0.5,0.0,0.5,123.44731197353667,0.06153991221267416,-8.759829782912592,0.7407395755322438,427.63583228010043,0.01601185278126188,0.0,0.5,-10.388751092243432,0.5581715879347233,7.85906720161438
S-CPI_sqrt,0.3,0.4215177604933571,4.134066826240583e-13,0.49999999999997663,90.28163966672847,0.11779146718497413,691.8763309188671,0.001511357593409762,192.29154536351996,0.0891845233309635,4.134066826240583e-13,0.49999999999997663,4.134066826240583e-13,0.49999999999997663,123.00057983101892,0.06202763737504048,-8.738199683430139,0.7405972005068573,427.49731952981165,0.016183190280745514,4.134066826240583e-13,0.49999999999997663,-10.38291411607712,0.558134365055707,0.9979352951049805
S-CPI_sqrt,0.6,0.42145671319587164,0.0,0.5,88.91705496482783,0.11925979496191635,692.959328127403,0.0015236376228670305,191.58473325975095,0.08949175592594694,0.0,0.5,0.0,0.5,122.42094145482456,0.062640091705307,-8.713824882753546,0.7404583406118649,427.58706526788995,0.01625200752365909,0.0,0.5,-10.832721916881383,0.5608259033944737,0.9795749187469482
S-CPI_sqrt,0.9,0.42133306188268294,-4.134066826240583e-13,0.5000000000000233,85.02122446283217,0.12351455764955599,698.0657539738609,0.0015136168829126228,190.68263382298275,0.08895397988451276,-4.134066826240583e-13,0.5000000000000233,-4.134066826240583e-13,0.5000000000000233,120.70277631432624,0.06448950185733512,-8.660448546183943,0.7402425778564148,428.8432536774495,0.015907875847207098,-4.134066826240583e-13,0.5000000000000233,-9.426523959800761,0.553078072011381,1.003100872039795
S-CPI_n,0.0,0.4215747140074825,0.0,0.5,91.29397510642403,0.09660829434697565,691.5272119397092,0.001129563419114166,193.05200321954874,0.07885610519026426,0.0,0.5,0.0,0.5,123.44731197353667,0.046769334616211126,-8.759829782912592,0.8906737811240738,427.63583228010043,0.013354826418498401,0.0,0.5,-10.388751092243432,0.5639340035074514,7.860119819641113
S-CPI_n,0.3,0.4215177604933571,4.134066826240583e-13,0.49999999999973055,90.28163966672847,0.09751282092400354,691.8763309188671,0.0011454056859547498,192.29154536351996,0.079360773340579,4.134066826240583e-13,0.49999999999973055,4.134066826240583e-13,0.49999999999973055,123.00057983101892,0.04718156876325616,-8.738199683430139,0.8908909954473394,427.49731952981165,0.013510589667174671,4.134066826240583e-13,0.49999999999973055,-10.38291411607712,0.5638926316766123,1.0007014274597168
S-CPI_n,0.6,0.42145671319587164,0.0,0.5,88.91705496482783,0.09872702529626187,692.959328127403,0.0011560087919802301,191.58473325975095,0.07963319863268681,0.0,0.5,0.0,0.5,122.42094145482456,0.04769701189561653,-8.713824882753546,0.8911840082761406,427.58706526788995,0.013574054070028803,0.0,0.5,-10.832721916881383,0.5668671546718484,1.0016987323760986
S-CPI_n,0.9,0.42133306188268294,-4.134066826240583e-13,0.5000000000002695,85.02122446283217,0.10222384071046015,698.0657539738609,0.0011501966540799651,190.68263382298275,0.07904612444354858,-4.134066826240583e-13,0.5000000000002695,-4.134066826240583e-13,0.5000000000002695,120.70277631432624,0.04925699593516659,-8.660448546183943,0.8920232779473578,428.8432536774495,0.013266976323207374,-4.134066826240583e-13,0.5000000000002695,-9.426523959800761,0.5583720445779978,0.999718189239502
S-CPI_bt,0.0,0.4215747140074825,0.0,0.5,91.29397510642403,0.49342853239962486,691.5272119397092,0.49475360449602157,193.05200321954874,0.4959704223303066,0.0,0.5,0.0,0.5,123.44731197353667,0.490582765330581,-8.759829782912592,0.5855933646468353,427.63583228010043,0.4957739854226841,0.0,0.5,-10.388751092243432,0.5010600203819936,7.9208009243011475
