method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,0.8098111297635076,0.02835555546107007,3.0797835087192915e-05,0.008813443452905738,0.10903260125215164,-0.004173788799801018,0.7255389886281274,-0.009374430455439703,0.9063569705111019,0.00043446702509474585,0.4758925479712519,0.040727859151532896,3.655486735532065e-08,0.09589478686099595,0.0,0.0856636451987712,0.0,-0.007480531852177084,0.8568810817525168,135.6610813140869
LOCO-W,0.3,0.8069644794908624,0.04206943885863496,1.115503800441786e-09,0.014515193643141498,0.023141225565410428,0.01768578655647283,0.006309114262614268,0.005283577134582536,0.22992401225481496,0.0068247895043303565,0.16739403734530334,0.024623743453375736,0.0003837475229804266,0.08060731652564158,0.0,0.07912123343803584,0.0,-0.005606541929005137,0.7875231945329564,132.0355544090271
LOCO-W,0.6,0.808971796412767,0.04598582960075128,4.7771120392781086e-11,0.006240651591718659,0.18847395492377284,0.0006321945676416712,0.46466123458701225,0.0030720921709071337,0.3331395690249156,-0.005224067643621669,0.7700887685664999,0.04382506017091532,1.8362804610205785e-09,0.09327104844676225,0.0,0.08661462870298023,0.0,-0.0017503378810046029,0.5976204213909365,127.82164430618286
LOCO-W,0.9,0.807792048729704,0.040723667047219865,5.53405621328551e-09,0.0004626400878360532,0.47446768819470486,0.009082245981286874,0.1045053721959206,0.008504103519276041,0.11738720276400194,0.005626080123161042,0.21430673698960057,0.02459122466391527,0.00045443659039490214,0.07934706597690706,0.0,0.07387738331743862,0.0,-0.004512718956194125,0.7373892956480568,132.24100065231323
CPI,0.0,0.8098111297635076,0.14327933608472768,2.4053907680982963e-133,0.014397830519324223,4.442107072586464e-21,0.007114618333198125,6.362235834910358e-17,0.009835877590986114,1.7466611576415752e-19,0.005069353119268982,1.8361184521266036e-09,0.1292705037578614,8.215665797437377e-139,0.16823452665641528,3.163388977033493e-221,0.16910448988495272,4.359580569021544e-229,-2.632964423605888e-05,0.5607429834838958,52.06537628173828
CPI,0.3,0.8069644794908624,0.1427984238546819,9.861249569079806e-131,0.01227383309231131,6.1820803250117374e-21,0.005980832650598594,3.41778004570236e-13,0.006126390516734942,4.581700212999971e-11,-0.00034417628946697976,0.7197532492480455,0.2413906758502477,3.179189093410547e-242,0.1769999397992575,7.143370311391152e-222,0.1786881587755635,7.845953800524257e-225,-3.531241832557819e-05,0.5269049968806382,42.84198069572449
CPI,0.6,0.808971796412767,0.13620398970466902,9.579587016907535e-126,0.010787112814540617,4.551421956456215e-18,0.006608128593499685,6.048510443602826e-15,0.006711671233744665,2.6757152280497987e-12,-0.0004086480531743375,0.7931232970974627,0.24640994826979684,6.001979622538364e-226,0.17620867236259247,3.158299938806596e-223,0.1771955032831788,2.6146399902837744e-224,1.6603181765204034e-05,0.4775978903848578,43.045151710510254
CPI,0.9,0.807792048729704,0.13380125832991746,1.051945149643355e-122,0.010235218107141314,5.214048986506491e-16,0.006676191359748257,1.0847002380025203e-16,0.007430697282247628,9.649212820343366e-15,-0.00044418710114883797,0.9143891750597617,0.17392102840094348,1.2933576060677488e-165,0.17762246131644865,6.7456248775769244e-220,0.1760396717514895,6.350675791826757e-215,-0.00011813176697342276,0.7079058374225913,41.51804876327515
CPI_sqrt,0.0,0.8098111297635076,0.14327933608472768,9.229035698963896e-13,0.014397830519324223,0.18467424202434435,0.007114618333198125,0.32159440206125245,0.009835877590986114,0.2641465661393225,0.005069353119268982,0.37067032695720437,0.1292705037578614,2.4198635351144663e-11,0.16823452665641528,9.786432830815984e-18,0.16910448988495272,5.232289975299323e-18,-2.632964423605888e-05,0.500715979234406,49.72685503959656
CPI_sqrt,0.3,0.8069644794908624,0.1427984238546819,1.2046425805840434e-12,0.01227383309231131,0.2188689743045461,0.005980832650598594,0.3482285015390939,0.006126390516734942,0.3457999479737508,-0.00034417628946697976,0.5090984873406953,0.2413906758502477,6.989831404968512e-29,0.1769999397992575,5.744131819892924e-19,0.1786881587755635,2.8741379003873374e-19,-3.531241832557819e-05,0.500937812218195,44.052037715911865
CPI_sqrt,0.6,0.808971796412767,0.13620398970466902,8.057129489204761e-12,0.010787112814540617,0.24677483517854543,0.006608128593499685,0.333469021278773,0.006711671233744665,0.3322172080695375,-0.0004086480531743375,0.5108681648519067,0.24640994826979684,5.710825970529409e-29,0.17620867236259247,6.9300737236604645e-19,0.1771955032831788,4.779773180222465e-19,1.6603181765204034e-05,0.49955227306783984,45.35431981086731
CPI_sqrt,0.9,0.807792048729704,0.13380125832991746,1.6943825735879996e-11,0.010235218107141314,0.25821909276047594,0.006676191359748257,0.33140956149222633,0.007430697282247628,0.31548813474779186,-0.00044418710114883797,0.5119527870515528,0.17392102840094348,3.6118233829405573e-17,0.17762246131644865,5.194553189418186e-19,0.1760396717514895,1.1076600916982108e-18,-0.00011813176697342276,0.5032027937160494,43.54110813140869
CPI_n,0.0,0.8098111297635076,0.14327933608472768,1.8991830802106874e-125,0.014397830519324223,3.4230350637465385e-17,0.007114618333198125,4.700730195352296e-12,0.009835877590986114,8.848649415532147e-15,0.005069353119268982,5.957075884779321e-07,0.1292705037578614,1.4628608115127733e-129,0.16823452665641528,8.92068063453261e-207,0.16910448988495272,6.121687733392884e-214,-2.632964423605888e-05,0.5294370560631179,46.787866830825806
CPI_n,0.3,0.8069644794908624,0.1427984238546819,4.838714512124982e-123,0.01227383309231131,1.5276988248271888e-16,0.005980832650598594,2.035353878185317e-09,0.006126390516734942,2.926823282447122e-08,-0.00034417628946697976,0.6714089829011585,0.2413906758502477,1.6384690901516207e-230,0.1769999397992575,4.816026511308593e-208,0.1786881587755635,7.455018912925628e-211,-3.531241832557819e-05,0.5199046974452707,41.742191553115845
CPI_n,0.6,0.808971796412767,0.13620398970466902,3.718763748005029e-118,0.010787112814540617,3.525290506463748e-14,0.006608128593499685,1.0821073601838044e-10,0.006711671233744665,3.3502535598485745e-09,-0.0004086480531743375,0.7248214376484995,0.24640994826979684,1.334054002578679e-215,0.17620867236259247,3.265648940692837e-209,0.1771955032831788,2.874021982200249e-210,1.6603181765204034e-05,0.4861967112603044,42.978092670440674
CPI_n,0.9,0.807792048729704,0.13380125832991746,2.898571964568583e-115,0.010235218107141314,1.195767749960446e-12,0.006676191359748257,1.0787385641038723e-11,0.007430697282247628,6.216895173822901e-11,-0.00044418710114883797,0.8086333466508255,0.17392102840094348,1.5628143487989922e-156,0.17762246131644865,2.685644140271912e-206,0.1760396717514895,1.1456774689422279e-201,-0.00011813176697342276,0.6160994129479144,41.82222819328308
