method,corr,r2,imp_V0,pval0,imp_V1,pval1,imp_V2,pval2,imp_V3,pval3,imp_V4,pval4,imp_V5,pval5,imp_V6,pval6,imp_V7,pval7,imp_V8,pval8,tr_time
LOCO-W,0.0,0.5994661677784239,0.29215370914336436,0.0,0.008186291625975367,0.28980454381006737,-0.17428858615657095,1.0,-3.21626512377076e-05,0.5009392983209984,-0.18917189591945363,1.0,-0.2099907308357231,1.0,-0.09605550280235059,0.99999999927602,0.13840781751557613,2.037814361699475e-12,-0.19614336535027257,1.0,0.9915821552276611
LOCO-W,0.3,0.5994661436345549,0.27532833681845004,0.0,0.0022908764708204025,0.43325773520967314,-0.20331390672016136,1.0,-0.17957649114356652,1.0,-0.005744507447512577,0.6549054018203564,-0.031943873850445226,0.9902837254069804,0.03615237171098603,0.007918249162682467,0.19755314242366334,0.0,0.0016411432667464139,0.45489059864265835,2.2032840251922607
LOCO-W,0.6,0.5994655263830736,0.08798267975948998,2.056896875046732e-10,0.018187374877909064,0.09001662503566188,-0.014110699298262867,0.8459916879784101,0.024410843318431148,0.03885601119944826,-0.18544270907281546,1.0,-0.1924289052592862,1.0,0.10451225614965057,4.338998738084854e-08,0.083200453426931,5.522786561407145e-09,0.017043649251097658,0.11358802976898308,2.6272754669189453
LOCO-W,0.9,0.5994657726774819,0.2588375683768735,0.0,0.007139397269385818,0.30018565431637334,0.1801582440680182,0.0,-0.03444652121443315,0.9925916634641512,0.19939525804126598,0.0,0.017863697758070042,0.10300474846060514,0.08762079504515186,3.940841208915913e-09,0.06944269860265512,2.1177271195549352e-05,-0.17637248249397905,1.0,2.6809847354888916
CPI,0.0,0.5994661677784239,0.24923283114343442,4.465018199750302e-124,0.012811147167606396,1.4060874089525398e-15,0.005064875646763278,1.0462513531159426e-06,0.008787594814526178,7.582967220410342e-13,2.8036793093710877e-05,0.18863250140644605,0.0005644388320159011,4.826349426753039e-14,0.08857175818906693,1.2848171454449065e-92,0.08372391867907242,5.700486382661516e-91,0.0,1.0,39.62211084365845
CPI,0.3,0.5994661436345549,0.24644321040640038,9.752713088000599e-125,0.00422820079377878,5.9744550919355555e-06,0.005088636652380685,8.972387131749277e-07,0.00879340130576639,7.209191228681524e-13,2.6481732999239505e-06,0.10403922585504854,0.00024375451236335888,0.17061708018893518,0.08765314821508191,3.5602988071857624e-92,0.0832932850272205,1.2536743427409766e-90,0.0,1.0,30.26360583305359
CPI,0.6,0.5994655263830736,0.23654631990596958,3.1453719049500383e-121,0.0008157829837773245,0.046669447428968835,0.005063187231940325,8.917887116290935e-07,0.008791176622436836,7.039668494014311e-13,1.080904159012075e-06,0.11016207027653208,-8.20151615821274e-06,0.521829320599643,0.08278805327978395,3.1192713651770503e-88,0.08274559651449626,3.5253008712721625e-90,0.0,1.0,30.288315296173096
CPI,0.9,0.5994657726774819,0.22973098227538113,1.4223377633911042e-118,-1.6099569456473617e-05,0.534600973791084,0.005013893348941978,1.0585639342875075e-06,0.008779163451638705,7.46761522791244e-13,3.900270994505739e-07,0.11157517603519096,-4.283777456687288e-05,0.767562773678687,0.07898773198558867,7.567340535695908e-85,0.08247915674228679,6.1329458092448515e-90,0.0,1.0,30.102712392807007
CPI_sqrt,0.0,0.5994661677784239,0.24923283114343442,3.092268427071635e-23,0.012811147167606396,0.21686173587001878,0.005064875646763278,0.37435384452520776,0.008787594814526178,0.291255828353423,2.8036793093710877e-05,0.4992429704439446,0.0005644388320159011,0.4848083964974837,0.08857175818906693,1.7434041316843954e-06,0.08372391867907242,4.661496335515114e-06,0.0,0.5,37.384501695632935
CPI_sqrt,0.3,0.5994661436345549,0.24644321040640038,5.2719324068384827e-23,0.00422820079377878,0.39390305896176764,0.005088636652380685,0.37376932851661,0.00879340130576639,0.2911264183160159,2.6481732999239505e-06,0.49992835208289327,0.00024375451236335888,0.49351704618903636,0.08765314821508191,2.112122757659493e-06,0.0832932850272205,5.106158113051579e-06,0.0,0.5,30.3720223903656
CPI_sqrt,0.6,0.5994655263830736,0.23654631990596958,9.044332531079794e-22,0.0008157829837773245,0.4786402367018863,0.005063187231940325,0.3743362662390405,0.008791176622436836,0.2911636185414189,1.080904159012075e-06,0.49997075306621164,-8.20151615821274e-06,0.5002196961564092,0.08278805327978395,5.974966708755518e-06,0.08274559651449626,5.733111143319073e-06,0.0,0.5,29.882391452789307
CPI_sqrt,0.9,0.5994657726774819,0.22973098227538113,6.47073737252167e-21,-1.6099569456473617e-05,0.5004302354724471,0.005013893348941978,0.3754987365086349,0.008779163451638705,0.2914183141856034,3.900270994505739e-07,0.49998944630634096,-4.283777456687288e-05,0.5011545752256641,0.07898773198558867,1.3222988301675173e-05,0.08247915674228679,6.067697985873169e-06,0.0,0.5,30.22696852684021
CPI_n,0.0,0.5994661677784239,0.24923283114343442,7.410224618324112e-120,0.012811147167606396,7.157212708104447e-13,0.005064875646763278,2.7188912832146756e-05,0.008787594814526178,3.970129020379336e-10,2.8036793093710877e-05,0.44909196203066215,0.0005644388320159011,0.01598503586819419,0.08857175818906693,2.672602379940232e-85,0.08372391867907242,1.841680614026398e-83,0.0,0.5,35.157867431640625
CPI_n,0.3,0.5994661436345549,0.24644321040640038,1.950097949418452e-120,0.00422820079377878,0.0001226879974048369,0.005088636652380685,2.4406874122384122e-05,0.00879340130576639,3.82701213626008e-10,2.6481732999239505e-06,0.49442406238843867,0.00024375451236335888,0.29128167254922654,0.08765314821508191,7.735832345799426e-85,0.0832932850272205,3.992146917057277e-83,0.0,0.5,30.072774410247803
CPI_n,0.6,0.5994655263830736,0.23654631990596958,6.088983064272664e-117,0.0008157829837773245,0.11290188521441674,0.005063187231940325,2.4634222938689267e-05,0.008791176622436836,3.7722501997748843e-10,1.080904159012075e-06,0.49770923783504273,-8.20151615821274e-06,0.5097030987007423,0.08278805327978395,5.523237560428557e-81,0.08274559651449626,1.0978797118247884e-82,0.0,0.5,29.927749633789062
CPI_n,0.9,0.5994657726774819,0.22973098227538113,2.6191623227157974e-114,-1.6099569456473617e-05,0.5172254402120626,0.005013893348941978,2.8109931212814712e-05,0.008779163451638705,3.9493819342979076e-10,3.900270994505739e-07,0.4991709369357445,-4.283777456687288e-05,0.5691285885412513,0.07898773198558867,1.0475638631801375e-77,0.08247915674228679,1.877505653120581e-82,0.0,0.5,30.256526231765747
CPI_bt,0.0,0.5994661677784239,0.24923283114343442,0.0,0.012811147167606396,0.0,0.005064875646763278,2.7780199117693135e-159,0.008787594814526178,0.0,2.8036793093710877e-05,0.44052394256788546,0.0005644388320159011,0.001295488423790826,0.08857175818906693,0.0,0.08372391867907242,0.0,0.0,0.5,92.30866169929504
CPI_bt,0.3,0.5994661436345549,0.24644321040640038,0.0,0.00422820079377878,5.421837275684952e-112,0.005088636652380685,7.941272620659437e-161,0.00879340130576639,0.0,2.6481732999239505e-06,0.4943614616585979,0.00024375451236335888,0.0967096366499064,0.08765314821508191,0.0,0.0832932850272205,0.0,0.0,0.5,89.63428449630737
CPI_bt,0.6,0.5994655263830736,0.23654631990596958,0.0,0.0008157829837773245,6.848852203227394e-06,0.005063187231940325,2.8672312022064194e-159,0.008791176622436836,0.0,1.080904159012075e-06,0.49769845546686203,-8.20151615821274e-06,0.5174557738225252,0.08278805327978395,0.0,0.08274559651449626,0.0,0.0,0.5,89.05733299255371
CPI_bt,0.9,0.5994657726774819,0.22973098227538113,0.0,-1.6099569456473617e-05,0.5342322687140288,0.005013893348941978,3.147801582689878e-156,0.008779163451638705,0.0,3.900270994505739e-07,0.4991695201970493,-4.283777456687288e-05,0.5904239009865748,0.07898773198558867,0.0,0.08247915674228679,0.0,0.0,0.5,90.26537895202637
CPI_sqd,0.0,0.5994661677784239,0.24923283114343442,0.0,0.012811147167606396,0.0,0.005064875646763278,0.0,0.008787594814526178,0.0,2.8036793093710877e-05,0.0,0.0005644388320159011,0.0,0.08857175818906693,0.0,0.08372391867907242,0.0,0.0,0.5,92.92011308670044
CPI_sqd,0.3,0.5994661436345549,0.24644321040640038,0.0,0.00422820079377878,0.0,0.005088636652380685,0.0,0.00879340130576639,0.0,2.6481732999239505e-06,0.0,0.00024375451236335888,0.0,0.08765314821508191,0.0,0.0832932850272205,0.0,0.0,0.5,89.55021953582764
CPI_sqd,0.6,0.5994655263830736,0.23654631990596958,0.0,0.0008157829837773245,0.0,0.005063187231940325,0.0,0.008791176622436836,0.0,1.080904159012075e-06,9.108801419409449e-280,-8.20151615821274e-06,1.0,0.08278805327978395,0.0,0.08274559651449626,0.0,0.0,0.5,89.44817280769348
CPI_sqd,0.9,0.5994657726774819,0.22973098227538113,0.0,-1.6099569456473617e-05,1.0,0.005013893348941978,0.0,0.008779163451638705,0.0,3.900270994505739e-07,2.566274842767702e-38,-4.283777456687288e-05,1.0,0.07898773198558867,0.0,0.08247915674228679,0.0,0.0,0.5,90.27492427825928
S-CPI,0.0,0.5994661677784239,0.2567698659149587,1.0405906609856547e-105,0.010083686298506332,3.4994650595744985e-06,0.0068148131033091645,3.0196989896160125e-05,0.011901769963797286,1.180917920225222e-10,3.295401260155534e-05,0.1992708807032721,0.0011013711725681543,5.130304876939572e-39,0.09264564126739362,5.49191933116332e-62,0.0897655077069997,2.1979859322774227e-60,0.0,0.5,35.257121324539185
S-CPI,0.3,0.5994661436345549,0.2539050029845789,1.7829270812627807e-104,0.0035015068573336764,0.004165949650469823,0.006813852485506084,2.9035037476168713e-05,0.011900912117622887,1.1657654148201302e-10,1.5472281548896531e-06,0.29630576144918563,0.0005591956824639462,0.055629504717931155,0.09126679708252841,4.523583072557498e-61,0.08944926048240286,3.2620181397919725e-60,0.0,0.5,30.30641531944275
S-CPI,0.6,0.5994655263830736,0.24399220053917856,8.435331039799757e-101,0.0007397579566290815,0.13387849557933562,0.006769773419511773,2.9456236403854196e-05,0.011895092122037421,1.1553260093871655e-10,6.072338545124658e-07,0.30841927810755465,0.00011749475124652035,0.2842645845582882,0.08629768444347112,2.9793320976182713e-58,0.08890508624800351,6.531650134518202e-60,0.0,0.5,30.231999397277832
S-CPI,0.9,0.5994657726774819,0.23707043734342112,1.0469580804656239e-98,7.67015356269289e-06,0.48799103019992207,0.006729169509245595,3.160798451967904e-05,0.011886189552022908,1.1856881345526035e-10,2.1871768285386395e-07,0.30986695515305374,-2.56676662803056e-06,0.5126872061473481,0.08267932670119484,2.914796836314284e-56,0.08855886727017577,1.0305469837319051e-59,0.0,0.5,30.075251579284668
S-CPI_sqrt,0.0,0.5994661677784239,0.2567698659149587,1.7889939186262152e-22,0.010083686298506332,0.27638727051550077,0.0068148131033091645,0.3392636318002441,0.011901769963797286,0.23698366814969374,3.295401260155534e-05,0.4991106376429177,0.0011013711725681543,0.4703948205960526,0.09264564126739362,2.6028873489782442e-06,0.0897655077069997,4.57272249206902e-06,0.0,0.5,35.09699368476868
S-CPI_sqrt,0.3,0.5994661436345549,0.2539050029845789,4.128136328036511e-22,0.0035015068573336764,0.4137588903642897,0.006813852485506084,0.3392467284789578,0.011900912117622887,0.2369899547966115,1.5472281548896531e-06,0.49995814105129177,0.0005591956824639462,0.48522384283979175,0.09126679708252841,3.4381097865670397e-06,0.08944926048240286,4.860564130737579e-06,0.0,0.5,30.485594034194946
S-CPI_sqrt,0.6,0.5994655263830736,0.24399220053917856,6.4057105843891575e-21,0.0007397579566290815,0.4808569463005095,0.006769773419511773,0.34014132761792415,0.011895092122037421,0.23708040529592184,6.072338545124658e-07,0.49998356993208837,0.00011749475124652035,0.49686451007072646,0.08629768444347112,8.975153243132447e-06,0.08890508624800351,5.399055817963302e-06,0.0,0.5,30.066002368927002
S-CPI_sqrt,0.9,0.5994657726774819,0.23707043734342112,3.862534899940173e-20,7.67015356269289e-06,0.49979597540329274,0.006729169509245595,0.34101886093683076,0.011886189552022908,0.23724291170980838,2.1871768285386395e-07,0.49999408179445487,-2.56676662803056e-06,0.5000690772243452,0.08267932670119484,1.7655247402715735e-05,0.08855886727017577,5.772913480514458e-06,0.0,0.5,30.07756757736206
S-CPI_n,0.0,0.5994661677784239,0.2567698659149587,1.7087790748055673e-102,0.010083686298506332,1.681141398399106e-05,0.0068148131033091645,0.00015143267381259733,0.011901769963797286,4.177222445754133e-09,3.295401260155534e-05,0.44213416056500754,0.0011013711725681543,2.5689106197644602e-05,0.09264564126739362,3.624902188822444e-58,0.0897655077069997,1.330438270052735e-56,0.0,0.5,35.367114782333374
